consult_id,customer_id,survey_date,score,comment
CNS00556,CUST0112,2024-06-29,5,매우 만족
CNS00557,CUST0053,2024-12-22,2,불만족
CNS00558,CUST0088,2024-04-21,5,매우 만족
CNS00559,CUST0283,2024-10-23,4,만족
CNS00560,CUST0048,2024-04-08,4,만족
CNS00561,CUST0089,2024-08-15,5,매우 만족
CNS00562,CUST0209,2024-07-27,5,매우 만족
CNS00563,CUST0426,2024-09-23,3,보통
CNS00564,CUST0352,2024-01-22,4,만족
CNS00565,CUST0225,2024-09-22,4,만족
CNS00566,CUST0048,2024-03-13,4,만족
CNS00567,CUST0107,2024-12-30,5,매우 만족
CNS00568,CUST0451,2024-06-24,3,보통
CNS00569,CUST0459,2024-08-24,3,보통
CNS00570,CUST0113,2024-03-30,4,만족
CNS00571,CUST0076,2024-04-14,3,보통
CNS00572,CUST0435,2024-01-27,4,만족
CNS00573,CUST0345,2024-08-01,3,보통
CNS00574,CUST0024,2024-07-10,5,매우 만족
CNS00575,CUST0367,2024-04-13,4,만족
CNS00576,CUST0305,2024-07-01,4,만족
CNS00577,CUST0489,2024-10-13,5,매우 만족
CNS00578,CUST0034,2024-05-05,3,보통
CNS00579,CUST0064,2024-01-03,2,불만족
CNS00580,CUST0157,2024-08-08,4,만족
CNS00581,CUST0224,2024-12-05,3,보통
CNS00582,CUST0480,2024-04-02,4,만족
CNS00583,CUST0121,2024-07-01,5,매우 만족
CNS00584,CUST0018,2024-01-29,4,만족
CNS00585,CUST0332,2024-07-14,5,매우 만족
CNS00586,CUST0279,2024-06-01,5,매우 만족
CNS00587,CUST0038,2024-09-21,4,만족
CNS00588,CUST0325,2024-05-11,4,만족
CNS00589,CUST0191,2024-06-14,5,매우 만족
CNS00590,CUST0442,2024-05-07,1,매우 불만족
CNS00591,CUST0118,2024-11-07,5,매우 만족
CNS00592,CUST0191,2024-12-18,5,매우 만족
CNS00593,CUST0424,2024-08-26,5,매우 만족
CNS00594,CUST0030,2024-06-08,4,만족
CNS00595,CUST0120,2024-08-23,3,보통
CNS00596,CUST0349,2024-12-02,4,만족
CNS00597,CUST0087,2024-01-29,4,만족
CNS00598,CUST0420,2024-11-19,4,만족
CNS00599,CUST0332,2024-06-12,3,보통
CNS00600,CUST0239,2024-09-26,4,만족
CNS00601,CUST0486,2024-03-23,5,매우 만족
CNS00602,CUST0011,2024-09-27,4,만족
CNS00603,CUST0247,2024-06-02,5,매우 만족
CNS00604,CUST0483,2024-09-02,4,만족
CNS00605,CUST0208,2024-02-20,4,만족
CNS00606,CUST0229,2024-04-29,3,보통
CNS00607,CUST0095,2024-02-08,5,매우 만족
CNS00608,CUST0324,2024-10-07,4,만족
CNS00609,CUST0061,2024-06-18,4,만족
CNS00610,CUST0139,2024-02-23,4,만족
CNS00611,CUST0411,2024-09-16,1,매우 불만족
CNS00612,CUST0106,2024-09-09,5,매우 만족
CNS00613,CUST0107,2024-01-15,4,만족
CNS00614,CUST0036,2024-10-05,3,보통
CNS00615,CUST0473,2024-10-18,2,불만족
CNS00616,CUST0252,2024-09-11,4,만족
CNS00617,CUST0180,2024-08-29,3,보통
CNS00618,CUST0013,2024-08-30,5,매우 만족
CNS00619,CUST0132,2024-07-06,5,매우 만족
CNS00620,CUST0366,2024-12-25,5,매우 만족
CNS00621,CUST0383,2024-01-21,5,매우 만족
CNS00622,CUST0140,2024-08-16,4,만족
CNS00623,CUST0205,2024-12-04,3,보통
CNS00624,CUST0477,2024-03-23,1,매우 불만족
CNS00625,CUST0444,2024-11-06,4,만족
CNS00626,CUST0141,2024-03-26,4,만족
CNS00627,CUST0067,2024-07-21,5,매우 만족
CNS00628,CUST0366,2024-01-19,3,보통
CNS00629,CUST0398,2024-04-24,4,만족
CNS00630,CUST0282,2024-06-10,3,보통
CNS00631,CUST0015,2024-04-09,4,만족
CNS00632,CUST0366,2024-01-08,4,만족
CNS00633,CUST0128,2024-11-05,3,보통
CNS00634,CUST0229,2024-03-26,5,매우 만족
CNS00635,CUST0248,2024-07-01,5,매우 만족
CNS00636,CUST0248,2024-04-14,3,보통
CNS00637,CUST0452,2024-12-02,4,만족
CNS00638,CUST0479,2024-06-19,5,매우 만족
CNS00639,CUST0451,2024-11-29,5,매우 만족
CNS00640,CUST0489,2024-09-01,4,만족
CNS00641,CUST0087,2024-08-14,4,만족
CNS00642,CUST0274,2024-07-15,4,만족
CNS00643,CUST0464,2024-02-12,4,만족
CNS00644,CUST0325,2024-08-27,3,보통
CNS00645,CUST0435,2024-10-31,4,만족
CNS00646,CUST0258,2024-09-17,4,만족
CNS00647,CUST0084,2024-12-21,4,만족
CNS00648,CUST0273,2024-01-10,2,불만족
CNS00649,CUST0078,2024-03-28,5,매우 만족
CNS00650,CUST0491,2024-12-15,3,보통
CNS00651,CUST0317,2024-01-21,1,매우 불만족
CNS00652,CUST0371,2024-07-14,5,매우 만족
CNS00653,CUST0325,2024-04-19,4,만족
CNS00654,CUST0183,2024-07-15,5,매우 만족
CNS00655,CUST0242,2024-04-09,4,만족
CNS00656,CUST0301,2024-01-26,4,만족
CNS00657,CUST0433,2024-09-27,4,만족
CNS00658,CUST0008,2024-05-18,4,만족
CNS00659,CUST0325,2024-06-01,4,만족
CNS00660,CUST0465,2024-07-15,3,보통
CNS00661,CUST0343,2024-07-24,5,매우 만족
CNS00662,CUST0325,2024-02-27,4,만족
CNS00663,CUST0077,2024-04-14,3,보통
CNS00664,CUST0498,2024-07-01,4,만족
CNS00665,CUST0139,2024-03-13,3,보통
CNS00666,CUST0162,2024-03-02,2,불만족
CNS00667,CUST0296,2024-02-18,5,매우 만족
CNS00668,CUST0400,2024-08-05,4,만족
CNS00669,CUST0300,2024-11-04,4,만족
CNS00670,CUST0081,2024-08-30,4,만족
CNS00671,CUST0241,2024-12-20,5,매우 만족
CNS00672,CUST0212,2024-03-24,2,불만족
CNS00673,CUST0030,2024-09-06,4,만족
CNS00674,CUST0394,2024-10-14,4,만족
CNS00675,CUST0095,2024-01-28,4,만족
CNS00676,CUST0331,2024-10-09,4,만족
CNS00677,CUST0295,2024-08-26,5,매우 만족
CNS00678,CUST0024,2024-03-18,4,만족
CNS00679,CUST0406,2024-10-09,3,보통
CNS00680,CUST0203,2024-08-04,4,만족
CNS00681,CUST0140,2024-10-03,5,매우 만족
CNS00682,CUST0288,2024-10-31,4,만족
CNS00683,CUST0050,2024-05-05,4,만족
CNS00684,CUST0126,2024-07-02,2,불만족
CNS00685,CUST0423,2024-05-31,5,매우 만족
CNS00686,CUST0008,2024-09-13,4,만족
CNS00687,CUST0120,2024-09-15,4,만족
CNS00688,CUST0444,2024-08-14,5,매우 만족
CNS00689,CUST0378,2024-11-10,3,보통
CNS00690,CUST0356,2024-04-23,3,보통
CNS00691,CUST0477,2024-03-30,5,매우 만족
CNS00692,CUST0018,2024-09-14,4,만족
CNS00693,CUST0495,2024-09-28,3,보통
CNS00694,CUST0325,2024-08-25,3,보통
CNS00695,CUST0335,2024-10-07,4,만족
CNS00696,CUST0465,2024-11-17,2,불만족
CNS00697,CUST0206,2024-12-07,5,매우 만족
CNS00698,CUST0038,2024-10-09,4,만족
CNS00699,CUST0018,2024-12-12,4,만족
CNS00700,CUST0400,2024-07-29,5,매우 만족
CNS00701,CUST0245,2024-10-26,5,매우 만족
CNS00702,CUST0384,2024-01-30,5,매우 만족
CNS00703,CUST0493,2024-05-22,3,보통
CNS00704,CUST0050,2024-09-10,3,보통
CNS00705,CUST0121,2024-03-01,4,만족
CNS00706,CUST0156,2024-12-23,5,매우 만족
CNS00707,CUST0047,2024-03-28,5,매우 만족
CNS00708,CUST0009,2024-07-29,5,매우 만족
CNS00709,CUST0349,2024-10-26,3,보통
CNS00710,CUST0011,2024-01-03,4,만족
CNS00711,CUST0403,2024-03-24,5,매우 만족
CNS00712,CUST0039,2024-04-05,5,매우 만족
CNS00713,CUST0075,2024-02-02,4,만족
CNS00714,CUST0413,2024-06-29,4,만족
CNS00715,CUST0465,2024-11-18,5,매우 만족
CNS00716,CUST0477,2024-04-09,4,만족
CNS00717,CUST0483,2024-07-12,4,만족
CNS00718,CUST0464,2024-12-02,4,만족
CNS00719,CUST0211,2024-05-29,4,만족
CNS00720,CUST0333,2024-12-27,5,매우 만족
CNS00721,CUST0405,2024-06-22,4,만족
CNS00722,CUST0337,2024-03-04,3,보통
CNS00723,CUST0077,2024-08-28,1,매우 불만족
CNS00724,CUST0067,2024-12-18,5,매우 만족
CNS00725,CUST0023,2024-02-27,3,보통
CNS00726,CUST0087,2024-04-19,4,만족
CNS00727,CUST0144,2024-10-10,4,만족
CNS00728,CUST0067,2024-10-12,4,만족
CNS00729,CUST0172,2024-12-09,3,보통
CNS00730,CUST0092,2024-05-08,4,만족
CNS00731,CUST0291,2024-12-04,5,매우 만족
CNS00732,CUST0109,2024-09-07,4,만족
CNS00733,CUST0413,2024-11-17,4,만족
CNS00734,CUST0467,2024-11-27,2,불만족
CNS00735,CUST0232,2024-06-30,3,보통
CNS00736,CUST0038,2024-04-26,2,불만족
CNS00737,CUST0349,2024-02-26,4,만족
CNS00738,CUST0318,2024-07-27,4,만족
CNS00739,CUST0094,2024-11-02,4,만족
CNS00740,CUST0406,2024-04-22,5,매우 만족
CNS00741,CUST0093,2024-11-03,4,만족
CNS00742,CUST0124,2024-05-10,5,매우 만족
CNS00743,CUST0366,2024-02-11,3,보통
CNS00744,CUST0278,2024-02-12,1,매우 불만족
CNS00745,CUST0239,2024-07-04,4,만족
CNS00746,CUST0429,2024-08-14,5,매우 만족
CNS00747,CUST0473,2024-06-03,5,매우 만족
CNS00748,CUST0145,2024-01-07,4,만족
CNS00749,CUST0362,2024-12-23,4,만족
CNS00750,CUST0318,2024-02-15,5,매우 만족
CNS00751,CUST0415,2024-11-11,4,만족
CNS00752,CUST0377,2024-11-18,5,매우 만족
CNS00753,CUST0141,2024-02-23,3,보통
CNS00754,CUST0180,2024-03-02,5,매우 만족
CNS00755,CUST0416,2024-02-07,3,보통
CNS00756,CUST0053,2024-08-22,2,불만족
CNS00757,CUST0152,2024-02-01,4,만족
CNS00758,CUST0127,2024-04-08,4,만족
CNS00759,CUST0479,2024-04-02,3,보통
CNS00760,CUST0048,2024-06-04,4,만족
CNS00761,CUST0299,2024-04-22,4,만족
CNS00762,CUST0381,2024-06-29,5,매우 만족
CNS00763,CUST0208,2024-05-14,3,보통
CNS00764,CUST0038,2024-02-13,3,보통
CNS00765,CUST0456,2024-02-16,4,만족
CNS00766,CUST0493,2024-03-30,3,보통
CNS00767,CUST0049,2024-11-11,4,만족
CNS00768,CUST0481,2024-09-30,2,불만족
CNS00769,CUST0103,2024-12-15,5,매우 만족
CNS00770,CUST0205,2024-03-24,3,보통
CNS00771,CUST0403,2024-02-20,4,만족
CNS00772,CUST0488,2024-05-20,5,매우 만족
CNS00773,CUST0107,2024-11-09,5,매우 만족
CNS00774,CUST0473,2024-11-15,5,매우 만족
CNS00775,CUST0042,2024-07-04,5,매우 만족
CNS00776,CUST0316,2024-09-08,4,만족
CNS00777,CUST0475,2024-05-09,2,불만족
CNS00778,CUST0270,2024-12-31,5,매우 만족
CNS00779,CUST0272,2024-07-11,4,만족
CNS00780,CUST0222,2024-10-04,3,보통
CNS00781,CUST0260,2024-04-10,3,보통
CNS00782,CUST0127,2024-12-11,4,만족
CNS00783,CUST0133,2024-06-19,5,매우 만족
CNS00784,CUST0386,2024-02-17,2,불만족
CNS00785,CUST0124,2024-12-04,2,불만족
CNS00786,CUST0101,2024-04-24,5,매우 만족
CNS00787,CUST0281,2024-02-08,2,불만족
CNS00788,CUST0271,2024-01-16,3,보통
CNS00789,CUST0022,2024-03-10,5,매우 만족
CNS00790,CUST0360,2024-03-23,5,매우 만족
CNS00791,CUST0061,2024-10-15,3,보통
CNS00792,CUST0387,2024-08-10,5,매우 만족
CNS00793,CUST0238,2024-09-24,5,매우 만족
CNS00794,CUST0120,2024-04-05,4,만족
CNS00795,CUST0170,2024-11-21,5,매우 만족
CNS00796,CUST0258,2024-07-26,3,보통
CNS00797,CUST0200,2024-04-02,1,매우 불만족
CNS00798,CUST0319,2024-01-14,4,만족
CNS00799,CUST0017,2024-06-05,4,만족
CNS00800,CUST0212,2024-11-30,2,불만족
CNS00801,CUST0162,2024-12-16,5,매우 만족
CNS00802,CUST0381,2024-02-21,5,매우 만족
CNS00803,CUST0319,2024-01-23,5,매우 만족
CNS00804,CUST0054,2024-05-16,3,보통
CNS00805,CUST0047,2024-06-07,3,보통
CNS00806,CUST0299,2024-12-15,5,매우 만족
CNS00807,CUST0476,2024-09-11,4,만족
CNS00808,CUST0342,2024-08-19,4,만족
CNS00809,CUST0335,2024-09-23,5,매우 만족
CNS00810,CUST0240,2024-05-30,5,매우 만족
CNS00811,CUST0107,2024-02-03,5,매우 만족
CNS00812,CUST0055,2024-04-20,4,만족
CNS00813,CUST0089,2024-01-25,5,매우 만족
CNS00814,CUST0495,2024-03-07,3,보통
CNS00815,CUST0398,2024-08-11,4,만족
CNS00816,CUST0039,2024-12-26,5,매우 만족
CNS00817,CUST0143,2024-03-08,3,보통
CNS00818,CUST0381,2024-05-29,4,만족
CNS00819,CUST0144,2024-07-20,4,만족
CNS00820,CUST0083,2024-10-31,4,만족
CNS00821,CUST0471,2024-02-02,2,불만족
CNS00822,CUST0298,2024-12-22,4,만족
CNS00823,CUST0011,2024-07-07,2,불만족
CNS00824,CUST0054,2024-04-24,4,만족
CNS00825,CUST0206,2024-07-23,5,매우 만족
CNS00826,CUST0342,2024-11-10,4,만족
CNS00827,CUST0415,2024-02-11,3,보통
CNS00828,CUST0126,2024-02-04,3,보통
CNS00829,CUST0420,2024-04-07,4,만족
CNS00830,CUST0091,2024-06-11,4,만족
CNS00831,CUST0071,2024-03-25,4,만족
CNS00832,CUST0416,2024-06-09,4,만족
CNS00833,CUST0126,2024-04-20,3,보통
CNS00834,CUST0294,2024-01-27,4,만족
CNS00835,CUST0384,2024-04-21,2,불만족
CNS00836,CUST0103,2024-01-08,4,만족
CNS00837,CUST0259,2024-05-25,4,만족
CNS00838,CUST0498,2024-08-16,3,보통
CNS00839,CUST0011,2024-12-07,4,만족
CNS00840,CUST0103,2024-10-30,5,매우 만족
CNS00841,CUST0467,2024-11-27,5,매우 만족
CNS00842,CUST0344,2024-10-06,5,매우 만족
CNS00843,CUST0352,2024-08-14,4,만족
CNS00844,CUST0197,2024-10-23,5,매우 만족
CNS00845,CUST0115,2024-10-07,3,보통
CNS00846,CUST0070,2024-02-22,1,매우 불만족
CNS00847,CUST0155,2024-06-24,3,보통
CNS00848,CUST0319,2024-12-01,3,보통
CNS00849,CUST0493,2024-05-28,4,만족
CNS00850,CUST0390,2024-07-19,4,만족
CNS00851,CUST0341,2024-09-24,5,매우 만족
CNS00852,CUST0018,2024-01-09,2,불만족
CNS00853,CUST0486,2024-09-21,1,매우 불만족
CNS00854,CUST0387,2024-03-10,5,매우 만족
CNS00855,CUST0221,2024-09-05,5,매우 만족
CNS00856,CUST0159,2024-12-27,4,만족
CNS00857,CUST0089,2024-03-20,5,매우 만족
CNS00858,CUST0383,2024-09-11,4,만족
CNS00859,CUST0054,2024-07-01,2,불만족
CNS00860,CUST0293,2024-11-18,4,만족
CNS00861,CUST0229,2024-02-05,2,불만족
CNS00862,CUST0202,2024-07-09,4,만족
CNS00863,CUST0095,2024-04-09,4,만족
CNS00864,CUST0316,2024-03-22,4,만족
CNS00865,CUST0487,2024-04-10,4,만족
CNS00866,CUST0200,2024-07-02,4,만족
CNS00867,CUST0415,2024-09-25,4,만족
CNS00868,CUST0395,2024-08-07,4,만족
CNS00869,CUST0157,2024-01-14,3,보통
CNS00870,CUST0304,2024-02-19,5,매우 만족
CNS00871,CUST0245,2024-05-12,4,만족
CNS00872,CUST0456,2024-06-26,2,불만족
CNS00873,CUST0010,2024-08-08,5,매우 만족
CNS00874,CUST0441,2024-06-30,4,만족
CNS00875,CUST0044,2024-07-10,5,매우 만족
CNS00876,CUST0192,2024-07-12,4,만족
CNS00877,CUST0439,2024-01-23,5,매우 만족
CNS00878,CUST0210,2024-04-13,4,만족
CNS00879,CUST0270,2024-05-08,4,만족
CNS00880,CUST0258,2024-09-21,4,만족
CNS00881,CUST0120,2024-09-02,5,매우 만족
CNS00882,CUST0331,2024-12-14,5,매우 만족
CNS00883,CUST0096,2024-10-16,5,매우 만족
CNS00884,CUST0189,2024-03-21,4,만족
CNS00885,CUST0175,2024-01-24,3,보통
CNS00886,CUST0409,2024-08-15,3,보통
CNS00887,CUST0440,2024-02-07,5,매우 만족
CNS00888,CUST0055,2024-11-15,3,보통
CNS00889,CUST0294,2024-02-03,4,만족
CNS00890,CUST0231,2024-08-19,3,보통
CNS00891,CUST0152,2024-12-14,2,불만족
CNS00892,CUST0465,2024-07-08,5,매우 만족
CNS00893,CUST0303,2024-11-19,4,만족
CNS00894,CUST0281,2024-03-18,5,매우 만족
CNS00895,CUST0498,2024-05-25,3,보통
CNS00896,CUST0325,2024-05-17,4,만족
CNS00897,CUST0475,2024-03-06,1,매우 불만족
CNS00898,CUST0307,2024-01-30,3,보통
CNS00899,CUST0402,2024-11-12,5,매우 만족
CNS00900,CUST0139,2024-11-02,5,매우 만족
CNS00901,CUST0132,2024-12-14,5,매우 만족
CNS00902,CUST0109,2024-03-15,4,만족
CNS00903,CUST0375,2024-03-12,2,불만족
CNS00904,CUST0270,2024-07-13,3,보통
CNS00905,CUST0482,2024-07-31,5,매우 만족
CNS00906,CUST0126,2024-07-07,5,매우 만족
CNS00907,CUST0413,2024-01-14,4,만족
CNS00908,CUST0466,2024-04-26,4,만족
CNS00909,CUST0369,2024-09-05,4,만족
CNS00910,CUST0056,2024-04-09,5,매우 만족
CNS00911,CUST0035,2024-11-24,2,불만족
CNS00912,CUST0130,2024-08-02,4,만족
CNS00913,CUST0260,2024-05-27,2,불만족
CNS00914,CUST0325,2024-03-31,5,매우 만족
CNS00915,CUST0034,2024-10-22,4,만족
CNS00916,CUST0429,2024-09-30,5,매우 만족
CNS00917,CUST0398,2024-05-28,5,매우 만족
CNS00918,CUST0166,2024-07-05,5,매우 만족
CNS00919,CUST0219,2024-04-09,5,매우 만족
CNS00920,CUST0465,2024-03-01,4,만족
CNS00921,CUST0453,2024-01-29,4,만족
CNS00922,CUST0175,2024-05-27,4,만족
CNS00923,CUST0064,2024-08-11,4,만족
CNS00924,CUST0427,2024-02-10,5,매우 만족
CNS00925,CUST0313,2024-08-05,3,보통
CNS00926,CUST0076,2024-04-25,2,불만족
CNS00927,CUST0024,2024-12-01,4,만족
CNS00928,CUST0301,2024-09-03,2,불만족
CNS00929,CUST0307,2024-09-30,3,보통
CNS00930,CUST0495,2024-05-04,2,불만족
CNS00931,CUST0258,2024-05-02,4,만족
CNS00932,CUST0325,2024-02-10,5,매우 만족
CNS00933,CUST0304,2024-02-07,2,불만족
CNS00934,CUST0356,2024-05-04,4,만족
CNS00935,CUST0411,2024-07-08,4,만족
CNS00936,CUST0433,2024-08-06,4,만족
CNS00937,CUST0344,2024-04-20,3,보통
CNS00938,CUST0123,2024-07-29,4,만족
CNS00939,CUST0068,2024-08-05,5,매우 만족
CNS00940,CUST0421,2024-05-08,4,만족
CNS00941,CUST0297,2024-03-21,4,만족
CNS00942,CUST0185,2024-11-16,4,만족
CNS00943,CUST0254,2024-11-03,4,만족
CNS00944,CUST0424,2024-12-11,4,만족
CNS00945,CUST0048,2024-04-05,3,보통
CNS00946,CUST0497,2024-01-31,4,만족
CNS00947,CUST0192,2024-04-17,2,불만족
CNS00948,CUST0305,2024-08-09,5,매우 만족
CNS00949,CUST0422,2024-01-17,4,만족
CNS00950,CUST0011,2024-02-06,3,보통
CNS00951,CUST0022,2024-08-28,4,만족
CNS00952,CUST0364,2024-02-16,4,만족
CNS00953,CUST0062,2024-09-27,4,만족
CNS00954,CUST0053,2024-05-10,4,만족
CNS00955,CUST0129,2024-08-03,3,보통
CNS00956,CUST0369,2024-03-15,4,만족
CNS00957,CUST0238,2024-11-14,5,매우 만족
CNS00958,CUST0085,2024-11-11,5,매우 만족
CNS00959,CUST0473,2024-11-25,5,매우 만족
CNS00960,CUST0313,2024-05-06,4,만족
CNS00961,CUST0223,2024-01-16,5,매우 만족
CNS00962,CUST0243,2024-02-28,4,만족
CNS00963,CUST0372,2024-05-06,3,보통
CNS00964,CUST0344,2024-06-12,4,만족
CNS00965,CUST0058,2024-01-15,4,만족
CNS00966,CUST0360,2024-01-26,5,매우 만족
CNS00967,CUST0252,2024-03-15,3,보통
CNS00968,CUST0435,2024-07-24,4,만족
CNS00969,CUST0232,2024-03-27,5,매우 만족
CNS00970,CUST0162,2024-06-18,5,매우 만족
CNS00971,CUST0281,2024-05-21,5,매우 만족
CNS00972,CUST0202,2024-12-23,5,매우 만족
CNS00973,CUST0484,2024-08-17,3,보통
CNS00974,CUST0258,2024-03-13,4,만족
CNS00975,CUST0092,2024-11-15,4,만족
CNS00976,CUST0438,2024-03-02,4,만족
CNS00977,CUST0333,2024-11-21,4,만족
CNS00978,CUST0475,2024-09-06,5,매우 만족
CNS00979,CUST0040,2024-08-16,3,보통
CNS00980,CUST0463,2024-04-01,5,매우 만족
CNS00981,CUST0408,2024-10-01,4,만족
CNS00982,CUST0199,2024-01-20,3,보통
CNS00983,CUST0486,2024-02-15,5,매우 만족
CNS00984,CUST0080,2024-12-12,4,만족
CNS00985,CUST0044,2024-09-04,5,매우 만족
CNS00986,CUST0061,2024-02-04,3,보통
CNS00987,CUST0096,2024-02-24,3,보통
CNS00988,CUST0221,2024-11-29,5,매우 만족
CNS00989,CUST0362,2024-05-18,5,매우 만족
CNS00990,CUST0338,2024-10-02,2,불만족
CNS00991,CUST0464,2024-08-08,4,만족
CNS00992,CUST0316,2024-11-23,5,매우 만족
CNS00993,CUST0077,2024-04-15,4,만족
CNS00994,CUST0101,2024-05-03,4,만족
CNS00995,CUST0362,2024-09-06,5,매우 만족
CNS00996,CUST0202,2024-03-14,4,만족
CNS00997,CUST0189,2024-04-10,4,만족
CNS00998,CUST0351,2024-07-22,4,만족
CNS00999,CUST0452,2024-02-06,5,매우 만족
CNS01000,CUST0368,2024-05-17,5,매우 만족
CNS01001,CUST0335,2024-10-21,4,만족
CNS01002,CUST0436,2024-02-20,2,불만족
CNS01003,CUST0357,2024-09-20,3,보통
CNS01004,CUST0039,2024-11-23,4,만족
CNS01005,CUST0274,2024-03-06,5,매우 만족
CNS01006,CUST0253,2024-01-23,5,매우 만족
CNS01007,CUST0274,2024-02-25,5,매우 만족
CNS01008,CUST0484,2024-09-06,5,매우 만족
CNS01009,CUST0372,2024-05-08,4,만족
CNS01010,CUST0254,2024-03-30,5,매우 만족
CNS01011,CUST0416,2024-08-10,4,만족
CNS01012,CUST0023,2024-03-04,5,매우 만족
CNS01013,CUST0388,2024-01-24,4,만족
CNS01014,CUST0189,2024-05-13,5,매우 만족
CNS01015,CUST0415,2024-12-08,3,보통
CNS01016,CUST0034,2024-08-28,3,보통
CNS01017,CUST0476,2024-10-02,5,매우 만족
CNS01018,CUST0412,2024-06-03,4,만족
CNS01019,CUST0446,2024-07-24,5,매우 만족
CNS01020,CUST0338,2024-10-12,2,불만족
CNS01021,CUST0463,2024-07-29,4,만족
CNS01022,CUST0089,2024-07-28,4,만족
CNS01023,CUST0207,2024-12-28,4,만족
CNS01024,CUST0242,2024-07-09,4,만족
CNS01025,CUST0058,2024-05-25,5,매우 만족
CNS01026,CUST0349,2024-04-07,3,보통
CNS01027,CUST0166,2024-06-09,4,만족
CNS01028,CUST0386,2024-09-19,4,만족
CNS01029,CUST0123,2024-10-17,5,매우 만족
CNS01030,CUST0467,2024-07-29,3,보통
CNS01031,CUST0325,2024-05-19,5,매우 만족
CNS01032,CUST0397,2024-06-28,2,불만족
CNS01033,CUST0318,2024-07-27,5,매우 만족
CNS01034,CUST0029,2024-07-14,4,만족
CNS01035,CUST0425,2024-05-26,4,만족
CNS01036,CUST0238,2024-11-27,2,불만족
CNS01037,CUST0473,2024-06-25,4,만족
CNS01038,CUST0265,2024-02-29,4,만족
CNS01039,CUST0473,2024-08-05,4,만족
CNS01040,CUST0196,2024-07-14,4,만족
CNS01041,CUST0309,2024-12-08,5,매우 만족
CNS01042,CUST0479,2024-05-05,4,만족
CNS01043,CUST0480,2024-10-06,4,만족
CNS01044,CUST0281,2024-08-02,4,만족
CNS01045,CUST0122,2024-02-16,5,매우 만족
CNS01046,CUST0383,2024-11-02,4,만족
CNS01047,CUST0192,2024-08-22,5,매우 만족
CNS01048,CUST0176,2024-05-27,5,매우 만족
CNS01049,CUST0208,2024-10-01,2,불만족
CNS01050,CUST0011,2024-01-10,2,불만족
CNS01051,CUST0180,2024-09-28,4,만족
CNS01052,CUST0428,2024-05-16,5,매우 만족
CNS01053,CUST0196,2024-12-19,5,매우 만족
CNS01054,CUST0212,2024-08-26,4,만족
CNS01055,CUST0165,2024-03-20,5,매우 만족
CNS01056,CUST0465,2024-11-03,3,보통
CNS01057,CUST0109,2024-12-14,3,보통
CNS01058,CUST0269,2024-07-14,5,매우 만족
CNS01059,CUST0444,2024-05-25,5,매우 만족
CNS01060,CUST0325,2024-02-01,4,만족
CNS01061,CUST0417,2024-09-30,2,불만족
CNS01062,CUST0055,2024-10-10,5,매우 만족
CNS01063,CUST0069,2024-06-01,1,매우 불만족
CNS01064,CUST0253,2024-04-19,4,만족
CNS01065,CUST0480,2024-05-30,3,보통
CNS01066,CUST0018,2024-02-10,3,보통
CNS01067,CUST0212,2024-09-08,4,만족
CNS01068,CUST0218,2024-08-01,2,불만족
CNS01069,CUST0491,2024-12-16,5,매우 만족
CNS01070,CUST0159,2024-04-24,5,매우 만족
CNS01071,CUST0458,2024-09-30,4,만족
CNS01072,CUST0425,2024-02-01,5,매우 만족
CNS01073,CUST0195,2024-12-09,2,불만족
CNS01074,CUST0497,2024-07-13,4,만족
CNS01075,CUST0236,2024-07-14,5,매우 만족
CNS01076,CUST0206,2024-08-13,2,불만족
CNS01077,CUST0357,2024-07-24,4,만족
CNS01078,CUST0297,2024-10-23,3,보통
CNS01079,CUST0485,2024-03-29,3,보통
CNS01080,CUST0465,2024-02-16,4,만족
CNS01081,CUST0290,2024-12-07,5,매우 만족
CNS01082,CUST0002,2024-04-30,4,만족
CNS01083,CUST0132,2024-06-27,2,불만족
CNS01084,CUST0207,2024-10-03,3,보통
CNS01085,CUST0188,2024-09-14,1,매우 불만족
CNS01086,CUST0472,2024-12-10,4,만족
CNS01087,CUST0023,2024-10-19,1,매우 불만족
CNS01088,CUST0459,2024-04-25,5,매우 만족
CNS01089,CUST0157,2024-01-24,4,만족
CNS01090,CUST0226,2024-03-31,5,매우 만족
CNS01091,CUST0288,2024-05-05,2,불만족
CNS01092,CUST0498,2024-08-03,4,만족
CNS01093,CUST0266,2024-09-03,3,보통
CNS01094,CUST0402,2024-02-22,4,만족
CNS01095,CUST0444,2024-12-25,4,만족
CNS01096,CUST0487,2024-07-11,5,매우 만족
CNS01097,CUST0114,2024-01-16,5,매우 만족
CNS01098,CUST0418,2024-03-06,5,매우 만족
CNS01099,CUST0379,2024-05-18,5,매우 만족
CNS01100,CUST0384,2024-04-13,4,만족
CNS01101,CUST0420,2024-03-01,4,만족
CNS01102,CUST0182,2024-12-31,5,매우 만족
CNS01103,CUST0254,2024-11-15,3,보통
CNS01104,CUST0417,2024-02-17,3,보통
CNS01105,CUST0002,2024-08-17,3,보통
CNS01106,CUST0225,2024-09-28,5,매우 만족
CNS01107,CUST0035,2024-11-24,4,만족
CNS01108,CUST0254,2024-12-12,5,매우 만족
CNS01109,CUST0300,2024-06-03,2,불만족
CNS01110,CUST0266,2024-03-05,4,만족
CNS01111,CUST0382,2024-09-13,5,매우 만족
