consult_id,customer_id,consult_date,channel,agent_id,category,handle_time_min,resolved_yn,is_repeat
CNS00336,CUST0360,2024-12-02,전화,AGT003,서비스불만,15.6,Y,N
CNS00337,CUST0018,2024-10-23,앱,AGT011,요금문의,11.8,Y,N
CNS00338,CUST0130,2024-05-12,앱,AGT022,기타,4.8,Y,N
CNS00339,CUST0236,2024-11-21,매장,AGT022,요금문의,11.7,Y,N
CNS00340,CUST0143,2024-03-18,전화,AGT010,요금문의,15.4,Y,Y
CNS00341,CUST0122,2024-06-10,전화,AGT013,요금문의,7.8,Y,N
CNS00342,CUST0053,2024-02-13,매장,AGT004,요금문의,11.7,Y,N
CNS00343,CUST0483,2024-12-16,전화,AGT020,요금문의,4.2,Y,N
CNS00344,CUST0144,2024-12-08,전화,AGT029,요금문의,9.2,Y,N
CNS00345,CUST0040,2024-11-13,앱,AGT003,요금문의,4.4,Y,N
CNS00346,CUST0200,2024-09-19,전화,AGT021,요금문의,9.9,Y,N
CNS00347,CUST0226,2024-07-06,앱,AGT013,상품문의,5.9,Y,N
CNS00348,CUST0390,2024-07-24,전화,AGT009,서비스불만,3.8,N,N
CNS00349,CUST0281,2024-06-05,앱,AGT024,서비스불만,4.4,Y,N
CNS00350,CUST0356,2024-10-24,매장,AGT021,결제오류,17.1,Y,N
CNS00351,CUST0127,2024-01-18,앱,AGT010,결제오류,12.1,N,N
CNS00352,CUST0464,2024-01-15,전화,AGT005,상품문의,4.2,Y,N
CNS00353,CUST0325,2024-01-15,전화,AGT025,결제오류,5.9,N,N
CNS00354,CUST0437,2024-09-15,전화,AGT017,상품문의,5.7,Y,N
CNS00355,CUST0303,2024-03-06,홈페이지,AGT011,결제오류,15.1,Y,N
CNS00356,CUST0084,2024-11-18,전화,AGT024,상품문의,3.0,Y,N
CNS00357,CUST0324,2024-04-23,앱,AGT016,결제오류,9.6,Y,N
CNS00358,CUST0195,2024-08-03,매장,AGT002,서비스불만,7.2,N,N
CNS00359,CUST0083,2024-01-05,전화,AGT001,기타,18.0,N,N
CNS00360,CUST0357,2024-04-07,매장,AGT018,상품문의,6.3,Y,N
CNS00361,CUST0145,2024-03-23,전화,AGT019,결제오류,25.0,Y,N
CNS00362,CUST0360,2024-05-06,매장,AGT029,서비스불만,3.9,N,N
CNS00363,CUST0177,2024-01-02,앱,AGT007,요금문의,7.7,Y,N
CNS00364,CUST0189,2024-08-19,매장,AGT005,요금문의,7.6,Y,N
CNS00365,CUST0456,2024-08-21,앱,AGT014,서비스불만,4.3,Y,N
CNS00366,CUST0467,2024-10-23,전화,AGT011,서비스불만,4.0,Y,N
CNS00367,CUST0452,2024-09-08,앱,AGT021,상품문의,12.4,Y,N
CNS00368,CUST0287,2024-04-19,앱,AGT006,요금문의,3.4,Y,N
CNS00369,CUST0297,2024-06-12,전화,AGT020,서비스불만,7.4,Y,N
CNS00370,CUST0294,2024-12-30,전화,AGT025,서비스불만,9.4,Y,N
CNS00371,CUST0411,2024-05-23,앱,AGT030,요금문의,4.9,Y,N
CNS00372,CUST0378,2024-08-05,앱,AGT007,서비스불만,19.6,Y,N
CNS00373,CUST0402,2024-08-01,매장,AGT003,서비스불만,6.0,Y,N
CNS00374,CUST0157,2024-01-15,앱,AGT009,기타,9.9,Y,N
CNS00375,CUST0283,2024-01-13,전화,AGT013,요금문의,6.9,N,N
CNS00376,CUST0332,2024-12-04,매장,AGT009,서비스불만,17.6,Y,N
CNS00377,CUST0490,2024-07-19,앱,AGT023,기타,8.7,Y,N
CNS00378,CUST0157,2024-12-15,전화,AGT002,기타,10.9,Y,N
CNS00379,CUST0283,2024-04-21,앱,AGT004,요금문의,8.0,N,Y
CNS00380,CUST0015,2024-08-03,매장,AGT023,서비스불만,8.6,Y,N
CNS00381,CUST0212,2024-12-05,전화,AGT025,서비스불만,9.6,Y,N
CNS00382,CUST0449,2024-07-27,앱,AGT028,요금문의,7.4,N,N
CNS00383,CUST0075,2024-08-03,앱,AGT028,서비스불만,14.8,Y,N
CNS00384,CUST0193,2024-10-11,앱,AGT028,요금문의,7.7,N,N
CNS00385,CUST0375,2024-12-23,앱,AGT017,요금문의,9.9,N,N
CNS00386,CUST0305,2024-06-20,전화,AGT022,결제오류,9.1,Y,N
CNS00387,CUST0029,2024-03-10,매장,AGT003,서비스불만,4.2,Y,N
CNS00388,CUST0106,2024-11-13,매장,AGT009,서비스불만,12.0,N,N
CNS00389,CUST0283,2024-05-16,전화,AGT006,결제오류,8.6,Y,N
CNS00390,CUST0270,2024-11-01,전화,AGT005,서비스불만,6.8,Y,N
CNS00391,CUST0195,2024-10-10,앱,AGT011,결제오류,9.5,Y,N
CNS00392,CUST0278,2024-08-16,전화,AGT017,서비스불만,5.0,Y,N
CNS00393,CUST0208,2024-05-29,홈페이지,AGT017,요금문의,15.2,Y,N
CNS00394,CUST0273,2024-12-01,홈페이지,AGT017,상품문의,6.0,N,N
CNS00395,CUST0465,2024-11-29,매장,AGT028,서비스불만,3.7,N,N
CNS00396,CUST0130,2024-01-07,매장,AGT030,서비스불만,5.8,Y,N
CNS00397,CUST0441,2024-05-12,매장,AGT024,상품문의,8.9,Y,N
CNS00398,CUST0498,2024-01-27,앱,AGT016,상품문의,3.7,Y,N
CNS00399,CUST0229,2024-12-28,전화,AGT006,요금문의,4.1,Y,N
CNS00400,CUST0205,2024-05-09,앱,AGT009,서비스불만,9.6,N,N
CNS00401,CUST0429,2024-04-20,전화,AGT009,결제오류,4.4,Y,N
CNS00402,CUST0040,2024-08-16,전화,AGT022,기타,9.7,Y,N
CNS00403,CUST0464,2024-11-19,앱,AGT023,상품문의,6.4,Y,N
CNS00404,CUST0391,2024-01-01,전화,AGT006,상품문의,10.9,N,N
CNS00405,CUST0366,2024-03-31,앱,AGT006,요금문의,18.3,Y,N
CNS00406,CUST0464,2024-08-26,전화,AGT015,서비스불만,9.0,Y,N
CNS00407,CUST0325,2024-06-28,전화,AGT026,결제오류,17.6,Y,N
CNS00408,CUST0212,2024-10-17,전화,AGT001,요금문의,14.0,Y,N
CNS00409,CUST0357,2024-10-31,앱,AGT021,서비스불만,15.3,Y,N
CNS00410,CUST0367,2024-03-01,앱,AGT013,기타,39.6,Y,N
CNS00411,CUST0305,2024-12-06,홈페이지,AGT027,결제오류,14.7,Y,N
CNS00412,CUST0491,2024-02-25,앱,AGT017,요금문의,15.0,Y,N
CNS00413,CUST0028,2024-04-16,매장,AGT020,결제오류,8.6,N,N
CNS00414,CUST0242,2024-03-18,앱,AGT005,결제오류,6.1,N,N
CNS00415,CUST0185,2024-05-17,매장,AGT002,상품문의,3.9,Y,N
CNS00416,CUST0162,2024-08-07,전화,AGT026,요금문의,9.1,Y,N
CNS00417,CUST0024,2024-06-18,전화,AGT027,기타,19.9,Y,N
CNS00418,CUST0071,2024-05-15,홈페이지,AGT009,상품문의,16.0,N,N
CNS00419,CUST0398,2024-02-05,전화,AGT022,결제오류,8.4,Y,N
CNS00420,CUST0173,2024-10-01,홈페이지,AGT002,서비스불만,9.1,Y,N
CNS00421,CUST0093,2024-04-28,앱,AGT003,결제오류,15.1,Y,N
CNS00422,CUST0319,2024-11-01,앱,AGT001,서비스불만,4.4,Y,N
CNS00423,CUST0024,2024-10-17,전화,AGT026,요금문의,11.4,Y,N
CNS00424,CUST0352,2024-08-08,전화,AGT002,요금문의,13.0,Y,N
CNS00425,CUST0440,2024-12-07,홈페이지,AGT004,상품문의,18.7,Y,N
CNS00426,CUST0321,2024-07-05,전화,AGT007,결제오류,13.2,Y,N
CNS00427,CUST0119,2024-11-08,전화,AGT027,서비스불만,4.8,Y,N
CNS00428,CUST0458,2024-02-13,앱,AGT006,상품문의,7.6,Y,N
CNS00429,CUST0291,2024-01-13,홈페이지,AGT022,서비스불만,11.9,N,N
CNS00430,CUST0324,2024-11-23,전화,AGT030,요금문의,5.4,Y,N
CNS00431,CUST0362,2024-02-01,전화,AGT019,요금문의,3.5,Y,N
CNS00432,CUST0054,2024-07-05,전화,AGT020,기타,8.6,N,N
CNS00433,CUST0040,2024-01-11,홈페이지,AGT009,요금문의,6.1,Y,N
CNS00434,CUST0140,2024-06-05,앱,AGT022,상품문의,17.0,Y,N
CNS00435,CUST0278,2024-12-14,매장,AGT024,결제오류,16.3,Y,N
CNS00436,CUST0097,2024-07-06,전화,AGT025,결제오류,22.8,N,N
CNS00437,CUST0351,2024-11-30,전화,AGT029,상품문의,7.1,Y,N
CNS00438,CUST0349,2024-07-24,홈페이지,AGT005,서비스불만,6.4,Y,N
CNS00439,CUST0075,2024-07-14,매장,AGT023,결제오류,16.3,Y,N
CNS00440,CUST0412,2024-02-20,전화,AGT026,상품문의,5.2,Y,N
CNS00441,CUST0113,2024-05-30,앱,AGT007,결제오류,8.6,Y,N
CNS00442,CUST0053,2024-03-11,앱,AGT024,서비스불만,14.7,Y,N
CNS00443,CUST0177,2024-01-03,전화,AGT001,서비스불만,19.3,Y,N
CNS00444,CUST0017,2024-08-20,앱,AGT018,요금문의,7.6,Y,N
CNS00445,CUST0130,2024-01-26,전화,AGT024,서비스불만,4.9,Y,N
CNS00446,CUST0117,2024-11-22,앱,AGT027,결제오류,2.7,Y,N
CNS00447,CUST0110,2024-11-12,전화,AGT028,상품문의,6.8,N,N
CNS00448,CUST0159,2024-07-10,매장,AGT022,서비스불만,4.0,Y,N
CNS00449,CUST0192,2024-03-17,전화,AGT023,요금문의,17.6,Y,N
CNS00450,CUST0093,2024-02-04,앱,AGT022,요금문의,9.0,Y,N
CNS00451,CUST0407,2024-06-20,앱,AGT018,서비스불만,6.7,Y,N
CNS00452,CUST0482,2024-09-10,홈페이지,AGT019,상품문의,12.6,Y,N
CNS00453,CUST0011,2024-05-10,전화,AGT008,요금문의,10.2,N,N
CNS00454,CUST0033,2024-01-13,전화,AGT001,서비스불만,10.6,Y,N
CNS00455,CUST0196,2024-06-11,앱,AGT019,요금문의,6.6,Y,N
CNS00456,CUST0177,2024-05-08,전화,AGT008,요금문의,6.8,Y,N
CNS00457,CUST0381,2024-07-04,전화,AGT019,상품문의,14.2,Y,N
CNS00458,CUST0173,2024-01-19,전화,AGT010,기타,3.7,Y,N
CNS00459,CUST0498,2024-12-24,전화,AGT006,요금문의,3.9,N,N
CNS00460,CUST0191,2024-04-24,앱,AGT012,상품문의,6.1,Y,N
CNS00461,CUST0136,2024-11-18,전화,AGT002,상품문의,8.5,Y,N
CNS00462,CUST0294,2024-02-28,전화,AGT026,요금문의,23.3,Y,N
CNS00463,CUST0214,2024-11-23,홈페이지,AGT026,서비스불만,8.8,Y,N
CNS00464,CUST0143,2024-04-12,전화,AGT014,요금문의,5.4,N,N
CNS00465,CUST0091,2024-03-17,홈페이지,AGT022,기타,10.9,Y,N
CNS00466,CUST0461,2024-04-30,전화,AGT014,결제오류,6.2,Y,N
CNS00467,CUST0479,2024-05-18,앱,AGT016,결제오류,11.2,Y,N
CNS00468,CUST0225,2024-07-22,매장,AGT027,서비스불만,5.3,N,N
CNS00469,CUST0387,2024-05-29,전화,AGT003,요금문의,2.8,Y,N
CNS00470,CUST0408,2024-01-07,전화,AGT004,서비스불만,8.7,N,N
CNS00471,CUST0325,2024-10-30,전화,AGT025,요금문의,4.3,Y,N
CNS00472,CUST0144,2024-02-11,앱,AGT025,요금문의,8.3,Y,N
CNS00473,CUST0368,2024-02-27,앱,AGT027,요금문의,10.8,N,N
CNS00474,CUST0474,2024-01-19,홈페이지,AGT012,서비스불만,4.6,Y,N
CNS00475,CUST0335,2024-12-23,앱,AGT024,상품문의,7.0,Y,N
CNS00476,CUST0242,2024-10-10,전화,AGT022,서비스불만,15.9,Y,N
CNS00477,CUST0145,2024-09-16,전화,AGT021,서비스불만,4.6,Y,N
CNS00478,CUST0189,2024-07-07,매장,AGT011,요금문의,5.7,Y,N
CNS00479,CUST0307,2024-11-02,매장,AGT016,서비스불만,5.0,Y,N
CNS00480,CUST0019,2024-04-22,매장,AGT024,요금문의,5.7,Y,N
CNS00481,CUST0177,2024-02-03,앱,AGT016,상품문의,6.5,Y,N
CNS00482,CUST0120,2024-07-08,앱,AGT019,서비스불만,9.2,Y,N
CNS00483,CUST0369,2024-11-16,전화,AGT012,서비스불만,11.1,Y,N
CNS00484,CUST0017,2024-05-17,매장,AGT022,서비스불만,5.3,Y,N
CNS00485,CUST0273,2024-05-09,앱,AGT021,서비스불만,6.5,Y,N
CNS00486,CUST0240,2024-07-08,전화,AGT021,요금문의,7.2,Y,N
CNS00487,CUST0403,2024-05-24,앱,AGT004,요금문의,16.5,Y,N
CNS00488,CUST0001,2024-04-05,앱,AGT023,요금문의,20.2,Y,N
CNS00489,CUST0412,2024-06-16,앱,AGT017,요금문의,5.9,N,N
CNS00490,CUST0426,2024-07-08,전화,AGT018,요금문의,4.6,Y,N
CNS00491,CUST0221,2024-05-18,매장,AGT024,서비스불만,8.2,Y,N
CNS00492,CUST0219,2024-11-28,앱,AGT008,기타,10.8,Y,N
CNS00493,CUST0307,2024-12-18,앱,AGT007,서비스불만,4.3,N,N
CNS00494,CUST0454,2024-01-01,매장,AGT007,요금문의,3.7,Y,N
CNS00495,CUST0152,2024-11-12,매장,AGT001,결제오류,11.9,Y,N
CNS00496,CUST0219,2024-01-07,매장,AGT004,기타,14.4,Y,N
CNS00497,CUST0018,2024-06-12,전화,AGT023,요금문의,7.7,Y,N
CNS00498,CUST0349,2024-01-29,매장,AGT007,요금문의,3.3,Y,N
CNS00499,CUST0080,2024-03-19,전화,AGT013,서비스불만,2.8,Y,N
CNS00500,CUST0442,2024-07-20,앱,AGT029,결제오류,2.9,Y,N
CNS00501,CUST0471,2024-04-25,매장,AGT012,기타,6.6,Y,N
CNS00502,CUST0338,2024-01-14,매장,AGT021,상품문의,18.4,Y,N
CNS00503,CUST0027,2024-03-21,전화,AGT007,요금문의,14.2,Y,N
CNS00504,CUST0126,2024-09-22,앱,AGT026,서비스불만,5.6,Y,N
CNS00505,CUST0345,2024-01-03,전화,AGT027,요금문의,15.3,N,N
CNS00506,CUST0127,2024-09-24,전화,AGT003,요금문의,12.3,Y,N
CNS00507,CUST0283,2024-05-06,매장,AGT026,요금문의,16.8,Y,N
CNS00508,CUST0157,2024-10-17,앱,AGT003,서비스불만,11.2,Y,N
CNS00509,CUST0058,2024-09-27,전화,AGT003,요금문의,3.2,Y,N
CNS00510,CUST0163,2024-04-23,매장,AGT025,기타,7.3,Y,N
CNS00511,CUST0402,2024-02-29,앱,AGT011,상품문의,6.1,Y,N
CNS00512,CUST0482,2024-08-08,매장,AGT023,요금문의,5.2,Y,Y
CNS00513,CUST0156,2024-05-08,전화,AGT030,요금문의,12.6,Y,N
CNS00514,CUST0495,2024-11-28,앱,AGT016,서비스불만,19.6,Y,N
CNS00515,CUST0337,2024-08-28,전화,AGT005,결제오류,7.9,Y,N
CNS00516,CUST0109,2024-06-27,전화,AGT026,상품문의,17.6,Y,N
CNS00517,CUST0425,2024-02-15,홈페이지,AGT023,요금문의,7.9,Y,Y
CNS00518,CUST0243,2024-03-03,앱,AGT005,요금문의,5.2,Y,Y
CNS00519,CUST0049,2024-03-28,앱,AGT016,기타,15.6,Y,N
CNS00520,CUST0002,2024-04-24,매장,AGT021,결제오류,7.2,Y,N
CNS00521,CUST0022,2024-02-04,전화,AGT001,서비스불만,10.1,Y,N
CNS00522,CUST0106,2024-05-15,앱,AGT001,상품문의,6.9,N,N
CNS00523,CUST0387,2024-03-07,홈페이지,AGT018,서비스불만,12.1,N,N
CNS00524,CUST0126,2024-11-16,앱,AGT007,요금문의,6.1,Y,N
CNS00525,CUST0163,2024-03-19,매장,AGT024,상품문의,18.1,Y,N
CNS00526,CUST0398,2024-04-19,전화,AGT024,서비스불만,3.6,Y,N
CNS00527,CUST0027,2024-12-22,홈페이지,AGT003,상품문의,13.9,Y,N
CNS00528,CUST0229,2024-09-21,매장,AGT024,기타,5.7,Y,N
CNS00529,CUST0040,2024-06-15,전화,AGT020,요금문의,17.9,Y,N
CNS00530,CUST0219,2024-09-21,전화,AGT026,요금문의,9.5,Y,N
CNS00531,CUST0145,2024-12-02,앱,AGT021,요금문의,6.3,Y,N
CNS00532,CUST0038,2024-04-23,앱,AGT023,기타,3.9,N,N
CNS00533,CUST0406,2024-09-09,앱,AGT020,결제오류,7.0,Y,N
CNS00534,CUST0381,2024-07-25,홈페이지,AGT020,상품문의,5.9,Y,N
CNS00535,CUST0189,2024-02-17,앱,AGT028,상품문의,4.9,Y,N
CNS00536,CUST0422,2024-11-10,전화,AGT005,요금문의,12.8,Y,N
CNS00537,CUST0214,2024-08-24,전화,AGT020,상품문의,3.7,N,N
CNS00538,CUST0064,2024-04-20,전화,AGT003,결제오류,5.7,Y,N
CNS00539,CUST0426,2024-03-22,앱,AGT022,서비스불만,6.4,Y,N
CNS00540,CUST0008,2024-08-17,홈페이지,AGT026,요금문의,6.7,Y,N
CNS00541,CUST0227,2024-11-07,앱,AGT006,서비스불만,24.6,Y,N
CNS00542,CUST0048,2024-12-02,홈페이지,AGT010,결제오류,5.0,Y,N
CNS00543,CUST0097,2024-11-11,전화,AGT030,결제오류,8.6,Y,N
CNS00544,CUST0429,2024-05-18,앱,AGT019,상품문의,4.9,N,N
CNS00545,CUST0048,2024-01-27,매장,AGT012,요금문의,7.8,Y,N
CNS00546,CUST0367,2024-04-01,앱,AGT025,상품문의,3.4,Y,N
CNS00547,CUST0427,2024-02-08,앱,AGT015,서비스불만,7.6,Y,N
CNS00548,CUST0343,2024-10-06,매장,AGT007,서비스불만,14.2,Y,N
CNS00549,CUST0048,2024-09-28,전화,AGT014,요금문의,11.7,Y,N
CNS00550,CUST0404,2024-01-30,앱,AGT026,요금문의,8.7,N,N
CNS00551,CUST0401,2024-11-02,홈페이지,AGT014,요금문의,15.1,Y,N
CNS00552,CUST0468,2024-02-27,앱,AGT020,요금문의,13.2,Y,N
CNS00553,CUST0211,2024-10-30,전화,AGT009,서비스불만,12.2,Y,N
CNS00554,CUST0248,2024-12-16,전화,AGT007,요금문의,4.1,N,N
CNS00555,CUST0349,2024-01-25,앱,AGT004,결제오류,25.5,Y,N
CNS00556,CUST0112,2024-06-29,전화,AGT013,요금문의,5.6,Y,N
CNS00557,CUST0053,2024-12-21,홈페이지,AGT015,상품문의,6.9,N,N
CNS00558,CUST0088,2024-04-20,전화,AGT013,서비스불만,14.3,Y,N
CNS00559,CUST0283,2024-10-21,앱,AGT004,상품문의,17.3,Y,N
CNS00560,CUST0048,2024-04-07,매장,AGT023,요금문의,7.2,Y,Y
CNS00561,CUST0089,2024-08-15,홈페이지,AGT018,요금문의,8.9,Y,N
CNS00562,CUST0209,2024-07-25,앱,AGT026,상품문의,16.4,Y,N
CNS00563,CUST0426,2024-09-22,홈페이지,AGT001,요금문의,11.4,Y,N
CNS00564,CUST0352,2024-01-22,앱,AGT005,서비스불만,5.5,Y,N
CNS00565,CUST0225,2024-09-20,매장,AGT019,서비스불만,3.3,Y,N
CNS00566,CUST0048,2024-03-09,앱,AGT022,결제오류,5.0,Y,N
CNS00567,CUST0107,2024-12-30,전화,AGT023,요금문의,5.7,Y,N
CNS00568,CUST0451,2024-06-23,전화,AGT008,서비스불만,22.8,Y,N
CNS00569,CUST0459,2024-08-21,전화,AGT002,요금문의,9.7,N,N
CNS00570,CUST0113,2024-03-27,전화,AGT028,요금문의,3.4,Y,N
CNS00571,CUST0076,2024-04-10,전화,AGT016,상품문의,6.0,Y,N
CNS00572,CUST0435,2024-01-27,매장,AGT002,상품문의,5.5,Y,N
CNS00573,CUST0345,2024-08-01,앱,AGT006,결제오류,17.9,Y,N
CNS00574,CUST0024,2024-07-08,앱,AGT024,요금문의,9.7,Y,N
CNS00575,CUST0367,2024-04-09,매장,AGT010,요금문의,12.9,Y,N
CNS00576,CUST0305,2024-06-27,전화,AGT018,서비스불만,6.0,Y,N
CNS00577,CUST0489,2024-10-10,전화,AGT012,결제오류,4.6,Y,N
CNS00578,CUST0034,2024-05-01,앱,AGT010,서비스불만,9.5,Y,N
CNS00579,CUST0064,2024-01-02,전화,AGT026,요금문의,18.9,N,N
CNS00580,CUST0157,2024-08-06,홈페이지,AGT006,상품문의,4.5,Y,N
CNS00581,CUST0224,2024-12-02,전화,AGT028,결제오류,12.6,Y,N
CNS00582,CUST0480,2024-03-30,앱,AGT009,상품문의,9.9,Y,N
CNS00583,CUST0121,2024-06-29,전화,AGT010,요금문의,9.7,Y,N
CNS00584,CUST0018,2024-01-29,전화,AGT016,결제오류,17.8,Y,N
CNS00585,CUST0332,2024-07-12,전화,AGT025,요금문의,20.6,Y,N
CNS00586,CUST0279,2024-05-28,홈페이지,AGT024,서비스불만,8.2,Y,N
CNS00587,CUST0038,2024-09-21,매장,AGT011,요금문의,9.2,Y,N
CNS00588,CUST0325,2024-05-07,홈페이지,AGT018,서비스불만,22.1,Y,N
CNS00589,CUST0191,2024-06-10,전화,AGT021,서비스불만,8.4,Y,N
CNS00590,CUST0442,2024-05-03,전화,AGT009,요금문의,6.7,N,N
CNS00591,CUST0118,2024-11-03,전화,AGT005,서비스불만,14.7,Y,N
CNS00592,CUST0191,2024-12-15,앱,AGT014,상품문의,21.3,Y,N
CNS00593,CUST0424,2024-08-25,홈페이지,AGT007,서비스불만,11.0,Y,N
CNS00594,CUST0030,2024-06-08,전화,AGT002,기타,9.7,Y,N
CNS00595,CUST0120,2024-08-21,앱,AGT007,요금문의,3.2,Y,N
CNS00596,CUST0349,2024-11-30,전화,AGT013,결제오류,9.5,Y,N
CNS00597,CUST0087,2024-01-28,앱,AGT008,결제오류,10.5,Y,N
CNS00598,CUST0420,2024-11-16,전화,AGT007,기타,8.9,Y,N
CNS00599,CUST0332,2024-06-08,전화,AGT006,결제오류,7.5,Y,N
CNS00600,CUST0239,2024-09-22,전화,AGT021,상품문의,2.5,Y,N
CNS00601,CUST0486,2024-03-19,앱,AGT024,결제오류,13.9,Y,N
CNS00602,CUST0011,2024-09-25,매장,AGT017,결제오류,20.2,Y,N
CNS00603,CUST0247,2024-05-31,전화,AGT024,요금문의,9.7,Y,N
CNS00604,CUST0483,2024-08-31,전화,AGT012,상품문의,12.2,Y,N
CNS00605,CUST0208,2024-02-18,앱,AGT007,상품문의,8.1,Y,N
CNS00606,CUST0229,2024-04-28,홈페이지,AGT002,요금문의,3.7,N,N
CNS00607,CUST0095,2024-02-04,매장,AGT007,요금문의,11.2,Y,N
CNS00608,CUST0324,2024-10-05,전화,AGT004,기타,9.6,Y,N
CNS00609,CUST0061,2024-06-15,앱,AGT014,요금문의,4.0,Y,N
CNS00610,CUST0139,2024-02-20,전화,AGT030,기타,10.0,Y,N
CNS00611,CUST0411,2024-09-14,앱,AGT023,요금문의,4.7,N,N
CNS00612,CUST0106,2024-09-09,앱,AGT010,요금문의,5.3,Y,N
CNS00613,CUST0107,2024-01-11,앱,AGT011,서비스불만,9.5,Y,N
CNS00614,CUST0036,2024-10-01,매장,AGT026,상품문의,23.3,Y,Y
CNS00615,CUST0473,2024-10-14,앱,AGT028,서비스불만,15.8,Y,N
CNS00616,CUST0252,2024-09-11,전화,AGT014,요금문의,5.5,Y,N
CNS00617,CUST0180,2024-08-26,전화,AGT003,서비스불만,10.6,N,N
CNS00618,CUST0013,2024-08-30,홈페이지,AGT029,결제오류,9.4,Y,N
CNS00619,CUST0132,2024-07-04,매장,AGT023,서비스불만,13.7,Y,N
CNS00620,CUST0366,2024-12-22,전화,AGT017,요금문의,11.2,Y,N
CNS00621,CUST0383,2024-01-19,앱,AGT024,상품문의,13.2,Y,N
CNS00622,CUST0140,2024-08-15,앱,AGT020,서비스불만,6.4,Y,N
CNS00623,CUST0205,2024-12-04,매장,AGT002,서비스불만,7.8,N,N
CNS00624,CUST0477,2024-03-22,앱,AGT028,기타,3.8,N,N
CNS00625,CUST0444,2024-11-05,앱,AGT020,요금문의,3.5,Y,N
CNS00626,CUST0141,2024-03-22,전화,AGT025,결제오류,10.4,Y,N
CNS00627,CUST0067,2024-07-21,전화,AGT006,상품문의,8.3,Y,N
CNS00628,CUST0366,2024-01-16,홈페이지,AGT027,상품문의,3.9,Y,N
CNS00629,CUST0398,2024-04-24,앱,AGT029,서비스불만,5.0,Y,Y
CNS00630,CUST0282,2024-06-09,매장,AGT013,서비스불만,4.0,Y,N
CNS00631,CUST0015,2024-04-07,홈페이지,AGT027,서비스불만,5.9,Y,N
CNS00632,CUST0366,2024-01-07,매장,AGT017,요금문의,13.5,Y,N
CNS00633,CUST0128,2024-11-02,앱,AGT010,결제오류,10.0,N,N
CNS00634,CUST0229,2024-03-22,전화,AGT012,기타,6.1,Y,N
CNS00635,CUST0248,2024-06-27,앱,AGT002,서비스불만,3.9,Y,N
CNS00636,CUST0248,2024-04-12,매장,AGT023,요금문의,5.1,Y,N
CNS00637,CUST0452,2024-11-30,홈페이지,AGT013,서비스불만,12.8,Y,N
CNS00638,CUST0479,2024-06-15,매장,AGT011,서비스불만,3.7,Y,N
CNS00639,CUST0451,2024-11-28,전화,AGT028,상품문의,4.5,Y,N
CNS00640,CUST0489,2024-08-29,앱,AGT012,결제오류,6.0,Y,N
CNS00641,CUST0087,2024-08-12,앱,AGT005,상품문의,12.8,Y,N
CNS00642,CUST0274,2024-07-15,전화,AGT009,기타,6.8,Y,N
CNS00643,CUST0464,2024-02-08,앱,AGT020,서비스불만,7.5,Y,N
CNS00644,CUST0325,2024-08-25,앱,AGT002,요금문의,13.7,N,N
CNS00645,CUST0435,2024-10-27,매장,AGT001,결제오류,5.6,N,N
CNS00646,CUST0258,2024-09-13,앱,AGT013,서비스불만,7.0,Y,N
CNS00647,CUST0084,2024-12-17,홈페이지,AGT017,서비스불만,6.0,Y,N
CNS00648,CUST0273,2024-01-07,앱,AGT014,요금문의,5.6,N,N
CNS00649,CUST0078,2024-03-27,매장,AGT006,상품문의,4.2,Y,N
CNS00650,CUST0491,2024-12-12,매장,AGT008,결제오류,5.0,Y,N
CNS00651,CUST0317,2024-01-21,전화,AGT026,서비스불만,13.3,N,N
CNS00652,CUST0371,2024-07-12,전화,AGT030,상품문의,14.5,Y,N
CNS00653,CUST0325,2024-04-16,매장,AGT008,상품문의,6.2,Y,N
CNS00654,CUST0183,2024-07-12,앱,AGT003,상품문의,8.6,Y,N
CNS00655,CUST0242,2024-04-09,앱,AGT030,요금문의,4.2,Y,N
CNS00656,CUST0301,2024-01-25,앱,AGT016,요금문의,4.8,Y,N
CNS00657,CUST0433,2024-09-24,전화,AGT017,요금문의,17.3,Y,N
CNS00658,CUST0008,2024-05-18,전화,AGT025,상품문의,2.9,Y,N
CNS00659,CUST0325,2024-05-29,홈페이지,AGT013,상품문의,5.7,Y,Y
CNS00660,CUST0465,2024-07-13,매장,AGT020,결제오류,8.9,Y,N
CNS00661,CUST0343,2024-07-23,전화,AGT027,결제오류,3.2,Y,N
CNS00662,CUST0325,2024-02-23,매장,AGT015,요금문의,6.7,Y,N
CNS00663,CUST0077,2024-04-14,홈페이지,AGT011,상품문의,5.7,Y,N
CNS00664,CUST0498,2024-06-29,앱,AGT021,상품문의,7.8,Y,N
CNS00665,CUST0139,2024-03-09,앱,AGT018,결제오류,11.7,Y,N
CNS00666,CUST0162,2024-02-28,앱,AGT005,서비스불만,11.6,N,N
CNS00667,CUST0296,2024-02-17,앱,AGT009,요금문의,6.9,Y,N
CNS00668,CUST0400,2024-08-01,전화,AGT017,상품문의,12.9,Y,N
CNS00669,CUST0300,2024-11-01,앱,AGT030,결제오류,12.4,Y,N
CNS00670,CUST0081,2024-08-30,홈페이지,AGT009,상품문의,9.9,Y,N
CNS00671,CUST0241,2024-12-16,앱,AGT022,상품문의,6.2,Y,N
CNS00672,CUST0212,2024-03-23,전화,AGT001,결제오류,11.0,N,N
