날짜,캠페인,광고그룹,키워드,디바이스,연령대,성별,시간대,소재유형,노출수,클릭수,광고비,CTR,CPC,평균노출순위
2026-05-19,26년_다이렉트_브랜드검색,신규가입,자동차보험견적,모바일,30대,여,19시,텍스트,15371,246,646488,1.6,2628,3.4
2026-05-19,26년_다이렉트_브랜드검색,일반보험료,자동차보험료비교,PC,50대이상,남,20시,확장소재,5969,120,240720,2.01,2006,2.0
2026-05-19,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,모바일,30대,남,18시,확장소재,8829,179,317188,2.03,1772,3.5
2026-05-19,26년_신년_검색프로모션,브랜드,자동차보험견적,모바일,20대,여,07시,텍스트,10451,152,212344,1.45,1397,3.7
2026-05-19,26년_신년_검색프로모션,특약보험료,온라인자동차보험,모바일,20대,여,19시,텍스트,2659,98,328006,3.69,3347,2.9
2026-05-20,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,모바일,20대,남,14시,텍스트,2253,33,104016,1.46,3152,2.7
2026-05-20,25년_다이렉트_검색_1차,신규가입,온라인자동차보험,모바일,50대이상,여,14시,이미지,9783,352,1077472,3.6,3061,1.3
2026-05-20,25년_다이렉트_검색_1차,신규가입,자동차보험,모바일,20대,여,23시,텍스트,9532,248,624712,2.6,2519,1.4
2026-05-20,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,PC,30대,남,22시,확장소재,13222,424,588088,3.21,1387,1.4
2026-05-20,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,PC,30대,여,07시,이미지,2133,23,22931,1.08,997,4.0
2026-05-20,25년_다이렉트_검색_2차,특약보험료,다이렉트자동차보험,모바일,50대이상,여,15시,텍스트,5213,96,196128,1.84,2043,2.1
2026-05-20,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,모바일,30대,남,14시,확장소재,15852,625,1960000,3.94,3136,2.9
2026-05-20,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,모바일,50대이상,남,09시,텍스트,5605,233,805947,4.16,3459,3.7
2026-05-20,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,모바일,30대,여,19시,텍스트,14789,519,1022949,3.51,1971,1.6
2026-05-21,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,PC,50대이상,남,09시,텍스트,6046,221,244426,3.66,1106,1.8
2026-05-21,25년_다이렉트_검색_1차,브랜드,자동차보험견적,PC,50대이상,여,21시,확장소재,14437,205,683265,1.42,3333,1.7
2026-05-21,25년_다이렉트_검색_1차,특약보험료,온라인자동차보험,모바일,30대,남,21시,확장소재,8578,359,691793,4.19,1927,2.9
2026-05-21,25년_다이렉트_검색_1차,특약보험료,자동차보험,PC,40대,남,18시,이미지,11705,512,1336320,4.37,2610,4.1
2026-05-21,25년_다이렉트_검색_2차,신규가입,온라인자동차보험,PC,50대이상,남,16시,이미지,726,10,10640,1.38,1064,3.9
2026-05-21,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,PC,40대,여,12시,확장소재,2613,27,56079,1.03,2077,2.3
2026-05-21,26년_다이렉트_브랜드검색,신규가입,자동차보험,모바일,50대이상,남,07시,이미지,2029,48,50208,2.37,1046,1.6
2026-05-21,26년_다이렉트_브랜드검색,신규가입,자동차보험견적,모바일,40대,남,19시,이미지,4330,79,240002,1.82,3038,2.3
2026-05-21,26년_신년_검색프로모션,브랜드,온라인자동차보험,모바일,40대,남,11시,텍스트,13076,165,514635,1.26,3119,1.6
2026-05-21,26년_신년_검색프로모션,브랜드,자동차보험,모바일,20대,여,16시,이미지,12828,453,515061,3.53,1137,3.7
2026-05-21,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,모바일,50대이상,남,06시,텍스트,19388,411,842139,2.12,2049,3.9
2026-05-22,25년_다이렉트_검색_2차,브랜드,자동차보험,모바일,20대,여,19시,이미지,9531,121,300322,1.27,2482,4.4
2026-05-22,25년_다이렉트_검색_2차,신규가입,자동차보험견적,모바일,20대,여,10시,확장소재,10385,247,389766,2.38,1578,4.5
2026-05-22,25년_다이렉트_검색_2차,일반보험료,자동차보험,모바일,40대,여,20시,이미지,18851,644,1448356,3.42,2249,3.5
2026-05-22,25년_다이렉트_검색_2차,특약보험료,자동차보험,모바일,20대,남,18시,텍스트,7216,183,279807,2.54,1529,4.2
2026-05-22,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,모바일,20대,여,16시,텍스트,14640,154,510048,1.05,3312,2.0
2026-05-22,26년_다이렉트_브랜드검색,브랜드,자동차보험,모바일,50대이상,남,20시,이미지,2544,69,188232,2.71,2728,3.4
2026-05-22,26년_다이렉트_브랜드검색,일반보험료,자동차보험료비교,PC,30대,여,09시,확장소재,17410,527,1514071,3.03,2873,1.7
2026-05-22,26년_다이렉트_브랜드검색,특약보험료,자동차보험료비교,모바일,40대,남,07시,이미지,892,33,54252,3.7,1644,4.2
2026-05-22,26년_신년_검색프로모션,일반보험료,자동차보험,모바일,50대이상,남,21시,텍스트,540,5,4335,0.93,867,4.1
2026-05-22,26년_신년_검색프로모션,특약보험료,자동차보험,모바일,30대,남,13시,확장소재,5910,145,387875,2.45,2675,1.9
2026-05-22,26년_신년_검색프로모션,특약보험료,자동차보험료비교,모바일,40대,남,06시,확장소재,1271,28,38584,2.2,1378,3.4
2026-05-23,25년_다이렉트_검색_1차,신규가입,자동차보험료비교,PC,40대,남,19시,텍스트,3366,136,133552,4.04,982,4.1
2026-05-23,25년_다이렉트_검색_1차,일반보험료,자동차보험,PC,20대,여,12시,이미지,8710,202,253510,2.32,1255,3.4
2026-05-23,25년_다이렉트_검색_1차,특약보험료,다이렉트자동차보험,모바일,30대,여,06시,확장소재,13646,110,360580,0.81,3278,1.4
2026-05-23,25년_다이렉트_검색_2차,브랜드,온라인자동차보험,PC,30대,여,08시,확장소재,3158,34,99280,1.08,2920,2.2
2026-05-23,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,PC,20대,여,08시,이미지,9601,302,713626,3.15,2363,1.8
2026-05-23,26년_다이렉트_브랜드검색,신규가입,자동차보험,PC,40대,여,14시,이미지,2274,53,101071,2.33,1907,4.2
2026-05-23,26년_다이렉트_브랜드검색,신규가입,자동차보험견적,모바일,30대,여,23시,확장소재,16890,224,535584,1.33,2391,3.7
2026-05-23,26년_다이렉트_브랜드검색,일반보험료,자동차보험,PC,40대,여,11시,텍스트,19350,476,1331848,2.46,2798,1.3
2026-05-23,26년_다이렉트_브랜드검색,특약보험료,온라인자동차보험,PC,50대이상,남,12시,이미지,3634,42,143094,1.16,3407,1.2
2026-05-23,26년_다이렉트_브랜드검색,특약보험료,자동차보험,모바일,20대,여,10시,텍스트,17224,417,626751,2.42,1503,2.9
2026-05-23,26년_신년_검색프로모션,브랜드,다이렉트자동차보험,PC,50대이상,여,17시,이미지,12238,283,457328,2.31,1616,1.5
2026-05-24,25년_다이렉트_검색_1차,신규가입,자동차보험견적,모바일,30대,남,18시,확장소재,15352,392,1180312,2.55,3011,4.2
2026-05-24,25년_다이렉트_검색_2차,신규가입,자동차보험,모바일,50대이상,남,08시,텍스트,11681,386,909416,3.3,2356,4.4
2026-05-24,26년_다이렉트_브랜드검색,신규가입,자동차보험료비교,모바일,30대,여,18시,확장소재,16348,465,541260,2.84,1164,3.7
2026-05-24,26년_다이렉트_브랜드검색,일반보험료,다이렉트자동차보험,모바일,50대이상,여,22시,확장소재,12521,466,594150,3.72,1275,1.4
2026-05-24,26년_다이렉트_브랜드검색,특약보험료,온라인자동차보험,모바일,20대,남,21시,이미지,1285,49,157584,3.81,3216,1.5
2026-05-24,26년_신년_검색프로모션,일반보험료,온라인자동차보험,모바일,30대,남,19시,이미지,18784,825,1814175,4.39,2199,4.4
2026-05-24,26년_신년_검색프로모션,특약보험료,자동차보험,PC,50대이상,여,10시,확장소재,13783,315,982800,2.29,3120,3.6
2026-05-24,26년_신년_검색프로모션,특약보험료,자동차보험견적,PC,30대,남,10시,이미지,12326,109,288850,0.88,2650,1.7
2026-05-25,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,모바일,30대,여,18시,확장소재,9049,172,426560,1.9,2480,2.9
2026-05-25,25년_다이렉트_검색_1차,브랜드,자동차보험료비교,모바일,20대,여,10시,텍스트,17579,484,395912,2.75,818,1.9
2026-05-25,25년_다이렉트_검색_1차,신규가입,온라인자동차보험,모바일,20대,남,07시,텍스트,16243,543,1528002,3.34,2814,1.4
2026-05-25,25년_다이렉트_검색_1차,신규가입,자동차보험료비교,PC,40대,남,18시,확장소재,16188,165,525360,1.02,3184,4.0
2026-05-25,25년_다이렉트_검색_2차,신규가입,다이렉트자동차보험,모바일,30대,여,13시,이미지,2056,32,67328,1.56,2104,1.6
2026-05-25,25년_다이렉트_검색_2차,특약보험료,다이렉트자동차보험,모바일,30대,여,21시,이미지,19651,711,583731,3.62,821,3.5
2026-05-25,25년_다이렉트_검색_2차,특약보험료,자동차보험료비교,모바일,20대,여,20시,확장소재,6367,228,314868,3.58,1381,3.1
2026-05-25,26년_신년_검색프로모션,브랜드,자동차보험료비교,PC,40대,남,20시,확장소재,7142,209,525426,2.93,2514,4.2
2026-05-25,26년_신년_검색프로모션,브랜드,자동차보험료비교,모바일,30대,남,13시,확장소재,10459,446,1353610,4.26,3035,3.4
2026-05-25,26년_신년_검색프로모션,일반보험료,자동차보험견적,모바일,40대,남,22시,텍스트,3451,64,91584,1.85,1431,2.5
2026-05-26,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,PC,40대,남,22시,이미지,5023,146,236228,2.91,1618,2.6
2026-05-26,25년_다이렉트_검색_1차,브랜드,자동차보험견적,모바일,40대,남,09시,이미지,17558,460,1360680,2.62,2958,2.3
2026-05-26,25년_다이렉트_검색_1차,특약보험료,자동차보험,PC,50대이상,남,18시,텍스트,15733,249,280872,1.58,1128,4.1
2026-05-26,25년_다이렉트_검색_1차,특약보험료,자동차보험견적,모바일,20대,여,07시,이미지,4713,174,593688,3.69,3412,2.1
2026-05-26,25년_다이렉트_검색_2차,브랜드,자동차보험,PC,50대이상,남,16시,확장소재,15109,532,1688036,3.52,3173,3.3
2026-05-26,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,PC,20대,남,16시,확장소재,14587,118,374296,0.81,3172,4.3
2026-05-26,26년_다이렉트_브랜드검색,브랜드,자동차보험견적,모바일,30대,남,10시,이미지,13218,567,1437912,4.29,2536,1.5
2026-05-26,26년_다이렉트_브랜드검색,일반보험료,온라인자동차보험,PC,40대,남,18시,이미지,1878,46,114126,2.45,2481,3.3
2026-05-26,26년_다이렉트_브랜드검색,일반보험료,자동차보험,PC,40대,남,23시,이미지,12737,517,596101,4.06,1153,3.6
2026-05-26,26년_다이렉트_브랜드검색,특약보험료,온라인자동차보험,모바일,20대,남,13시,이미지,15873,399,722589,2.51,1811,2.2
2026-05-26,26년_신년_검색프로모션,일반보험료,자동차보험견적,PC,40대,남,10시,텍스트,12591,395,1374205,3.14,3479,3.4
2026-05-27,25년_다이렉트_검색_1차,신규가입,자동차보험견적,PC,50대이상,여,23시,확장소재,1602,16,32656,1.0,2041,3.1
2026-05-27,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,모바일,40대,남,11시,이미지,19627,673,2216189,3.43,3293,3.1
2026-05-27,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,PC,50대이상,여,08시,텍스트,19091,787,805888,4.12,1024,3.2
2026-05-27,25년_다이렉트_검색_1차,특약보험료,온라인자동차보험,모바일,20대,여,17시,확장소재,15993,385,985215,2.41,2559,2.2
2026-05-27,25년_다이렉트_검색_2차,신규가입,자동차보험견적,모바일,30대,남,20시,이미지,4714,172,569664,3.65,3312,2.9
2026-05-27,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,PC,40대,남,17시,이미지,12191,502,712338,4.12,1419,4.0
2026-05-27,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,모바일,30대,남,07시,확장소재,16741,138,364734,0.82,2643,2.0
2026-05-27,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,모바일,30대,남,13시,텍스트,1119,41,121852,3.66,2972,4.3
2026-05-27,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,PC,40대,여,08시,이미지,6920,301,1036945,4.35,3445,3.7
2026-05-27,26년_신년_검색프로모션,브랜드,온라인자동차보험,모바일,20대,남,14시,이미지,13879,310,866140,2.23,2794,2.1
2026-05-27,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,PC,20대,여,18시,확장소재,17161,369,883386,2.15,2394,3.6
2026-05-28,25년_다이렉트_검색_1차,신규가입,다이렉트자동차보험,PC,30대,남,23시,텍스트,9671,109,264761,1.13,2429,4.2
2026-05-28,25년_다이렉트_검색_1차,신규가입,다이렉트자동차보험,PC,50대이상,남,19시,확장소재,11021,430,830760,3.9,1932,2.4
2026-05-28,25년_다이렉트_검색_2차,브랜드,다이렉트자동차보험,모바일,40대,여,21시,확장소재,8655,365,1101570,4.22,3018,1.4
2026-05-28,25년_다이렉트_검색_2차,브랜드,온라인자동차보험,PC,30대,남,09시,이미지,15589,242,246840,1.55,1020,2.0
2026-05-28,25년_다이렉트_검색_2차,특약보험료,자동차보험료비교,PC,30대,남,06시,텍스트,11628,266,658616,2.29,2476,1.2
2026-05-28,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,PC,50대이상,여,15시,확장소재,17576,373,1182783,2.12,3171,4.0
2026-05-28,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,모바일,30대,여,14시,텍스트,10711,183,340746,1.71,1862,3.8
2026-05-28,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,PC,50대이상,남,07시,텍스트,14708,340,285260,2.31,839,1.4
2026-05-28,26년_신년_검색프로모션,일반보험료,자동차보험견적,모바일,50대이상,남,16시,확장소재,14712,137,304688,0.93,2224,1.7
2026-05-29,25년_다이렉트_검색_1차,브랜드,자동차보험료비교,PC,30대,남,20시,확장소재,10444,150,285600,1.44,1904,4.3
2026-05-29,25년_다이렉트_검색_1차,신규가입,온라인자동차보험,모바일,50대이상,여,11시,확장소재,14426,277,280047,1.92,1011,2.0
2026-05-29,25년_다이렉트_검색_2차,신규가입,자동차보험,PC,40대,남,10시,이미지,4051,38,127376,0.94,3352,2.4
2026-05-29,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,모바일,50대이상,남,08시,텍스트,18545,384,599808,2.07,1562,1.4
2026-05-29,26년_다이렉트_브랜드검색,신규가입,다이렉트자동차보험,모바일,30대,여,07시,확장소재,5641,127,354457,2.25,2791,3.4
2026-05-29,26년_신년_검색프로모션,일반보험료,자동차보험견적,모바일,20대,여,11시,텍스트,17162,728,1209936,4.24,1662,1.6
2026-05-29,26년_신년_검색프로모션,특약보험료,온라인자동차보험,모바일,50대이상,여,09시,이미지,18787,541,1639230,2.88,3030,3.0
2026-05-29,26년_신년_검색프로모션,특약보험료,자동차보험,PC,30대,여,20시,이미지,18733,359,598812,1.92,1668,3.6
2026-05-30,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,모바일,40대,여,21시,확장소재,11078,264,600864,2.38,2276,3.6
2026-05-30,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,모바일,20대,여,23시,텍스트,17023,527,693532,3.1,1316,3.6
2026-05-30,25년_다이렉트_검색_2차,특약보험료,자동차보험,PC,20대,여,14시,텍스트,6288,277,877813,4.41,3169,4.4
2026-05-30,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,PC,20대,남,17시,이미지,12389,480,669120,3.87,1394,3.3
2026-05-30,26년_신년_검색프로모션,브랜드,다이렉트자동차보험,PC,30대,여,16시,확장소재,7662,232,683240,3.03,2945,2.8
2026-05-30,26년_신년_검색프로모션,브랜드,자동차보험료비교,모바일,20대,남,11시,텍스트,3990,33,86592,0.83,2624,4.4
2026-05-30,26년_신년_검색프로모션,신규가입,자동차보험,PC,20대,여,12시,이미지,4231,139,455225,3.29,3275,2.2
2026-05-30,26년_신년_검색프로모션,신규가입,자동차보험료비교,모바일,50대이상,여,23시,확장소재,12753,278,347778,2.18,1251,4.4
2026-05-31,25년_다이렉트_검색_1차,신규가입,다이렉트자동차보험,PC,30대,남,07시,이미지,16846,403,1206985,2.39,2995,3.2
2026-05-31,25년_다이렉트_검색_1차,신규가입,온라인자동차보험,PC,40대,남,20시,확장소재,8867,289,474249,3.26,1641,1.2
2026-05-31,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,모바일,20대,여,09시,텍스트,8975,280,308000,3.12,1100,3.1
2026-05-31,25년_다이렉트_검색_2차,신규가입,자동차보험료비교,PC,50대이상,남,18시,이미지,2051,22,46794,1.07,2127,2.3
2026-05-31,26년_다이렉트_브랜드검색,브랜드,자동차보험견적,PC,40대,여,09시,이미지,9869,242,392040,2.45,1620,4.3
2026-05-31,26년_다이렉트_브랜드검색,브랜드,자동차보험견적,PC,50대이상,남,22시,텍스트,3462,103,86726,2.98,842,3.3
2026-05-31,26년_다이렉트_브랜드검색,특약보험료,다이렉트자동차보험,PC,50대이상,여,23시,확장소재,18757,696,865824,3.71,1244,4.1
2026-05-31,26년_신년_검색프로모션,신규가입,온라인자동차보험,PC,40대,여,07시,텍스트,1806,59,75520,3.27,1280,3.4
2026-05-31,26년_신년_검색프로모션,일반보험료,자동차보험견적,PC,30대,남,12시,텍스트,1514,53,137747,3.5,2599,1.4
2026-05-31,26년_신년_검색프로모션,특약보험료,자동차보험료비교,모바일,20대,여,08시,이미지,5619,96,272640,1.71,2840,1.3
2026-06-01,25년_다이렉트_검색_1차,브랜드,자동차보험견적,PC,50대이상,여,15시,텍스트,14887,599,1540628,4.02,2572,2.2
2026-06-01,25년_다이렉트_검색_1차,브랜드,자동차보험견적,모바일,20대,남,15시,텍스트,13761,115,105800,0.84,920,2.1
2026-06-01,25년_다이렉트_검색_1차,신규가입,자동차보험견적,모바일,20대,남,21시,텍스트,692,6,7968,0.87,1328,4.0
2026-06-01,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,모바일,20대,남,12시,이미지,11664,282,466710,2.42,1655,3.5
2026-06-01,25년_다이렉트_검색_1차,일반보험료,자동차보험견적,모바일,40대,남,19시,확장소재,11204,232,756552,2.07,3261,2.6
2026-06-01,25년_다이렉트_검색_2차,브랜드,온라인자동차보험,PC,40대,여,15시,확장소재,3168,122,195444,3.85,1602,3.9
2026-06-01,25년_다이렉트_검색_2차,일반보험료,자동차보험료비교,모바일,40대,여,14시,이미지,11587,468,952848,4.04,2036,4.2
2026-06-01,26년_다이렉트_브랜드검색,특약보험료,자동차보험,모바일,30대,남,16시,이미지,6020,213,297348,3.54,1396,3.6
2026-06-01,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,모바일,50대이상,남,18시,텍스트,9140,141,306957,1.54,2177,2.6
2026-06-01,26년_신년_검색프로모션,브랜드,자동차보험료비교,모바일,30대,남,20시,이미지,2173,68,62152,3.13,914,1.9
2026-06-01,26년_신년_검색프로모션,신규가입,자동차보험,모바일,30대,남,08시,이미지,12674,452,1124124,3.57,2487,3.2
2026-06-01,26년_신년_검색프로모션,특약보험료,자동차보험견적,모바일,40대,여,09시,확장소재,16946,318,623916,1.88,1962,3.2
2026-06-02,25년_다이렉트_검색_1차,브랜드,다이렉트자동차보험,PC,50대이상,여,11시,확장소재,4734,51,68391,1.08,1341,3.3
2026-06-02,25년_다이렉트_검색_1차,신규가입,다이렉트자동차보험,모바일,30대,여,17시,이미지,553,12,16980,2.17,1415,2.2
2026-06-02,25년_다이렉트_검색_1차,신규가입,온라인자동차보험,모바일,50대이상,남,15시,텍스트,11564,512,451072,4.43,881,2.4
2026-06-02,25년_다이렉트_검색_2차,브랜드,온라인자동차보험,모바일,30대,남,17시,텍스트,16296,621,2008935,3.81,3235,2.7
2026-06-02,25년_다이렉트_검색_2차,브랜드,자동차보험,모바일,50대이상,여,14시,이미지,9777,382,1220490,3.91,3195,3.3
2026-06-02,25년_다이렉트_검색_2차,신규가입,온라인자동차보험,모바일,20대,남,11시,텍스트,3354,110,366520,3.28,3332,1.9
2026-06-02,25년_다이렉트_검색_2차,일반보험료,자동차보험견적,PC,30대,여,15시,이미지,11466,348,908976,3.04,2612,3.4
2026-06-02,26년_다이렉트_브랜드검색,브랜드,자동차보험,모바일,50대이상,여,11시,텍스트,19445,251,293670,1.29,1170,3.9
2026-06-02,26년_다이렉트_브랜드검색,신규가입,자동차보험견적,모바일,50대이상,여,19시,이미지,4248,74,140082,1.74,1893,2.6
2026-06-02,26년_다이렉트_브랜드검색,일반보험료,자동차보험견적,모바일,40대,남,07시,텍스트,1004,40,130880,3.98,3272,2.8
2026-06-02,26년_다이렉트_브랜드검색,특약보험료,자동차보험료비교,모바일,20대,여,11시,확장소재,2603,40,50160,1.54,1254,4.5
2026-06-02,26년_신년_검색프로모션,신규가입,온라인자동차보험,모바일,50대이상,남,16시,확장소재,14505,507,425373,3.5,839,1.4
2026-06-02,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,PC,30대,남,09시,확장소재,12726,401,782752,3.15,1952,2.9
2026-06-03,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,PC,40대,남,17시,텍스트,7274,224,454720,3.08,2030,4.0
2026-06-03,25년_다이렉트_검색_1차,신규가입,자동차보험료비교,모바일,20대,여,23시,확장소재,14711,586,1767962,3.98,3017,3.6
2026-06-03,25년_다이렉트_검색_2차,브랜드,자동차보험견적,모바일,40대,남,10시,확장소재,5895,171,469053,2.9,2743,2.5
2026-06-03,25년_다이렉트_검색_2차,신규가입,자동차보험,PC,40대,남,10시,이미지,17859,713,1470206,3.99,2062,3.5
2026-06-03,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,PC,30대,남,21시,이미지,10302,308,849772,2.99,2759,3.2
2026-06-03,26년_다이렉트_브랜드검색,신규가입,자동차보험견적,모바일,20대,남,08시,확장소재,9806,371,1226155,3.78,3305,1.2
2026-06-03,26년_다이렉트_브랜드검색,일반보험료,자동차보험견적,PC,30대,남,22시,이미지,5127,223,778270,4.35,3490,3.3
2026-06-03,26년_신년_검색프로모션,일반보험료,온라인자동차보험,PC,20대,남,16시,이미지,12118,517,779636,4.27,1508,4.1
2026-06-03,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,PC,20대,여,09시,확장소재,14782,125,163375,0.85,1307,3.4
2026-06-03,26년_신년_검색프로모션,특약보험료,자동차보험,모바일,40대,남,16시,확장소재,10441,307,273844,2.94,892,4.3
2026-06-03,26년_신년_검색프로모션,특약보험료,자동차보험료비교,모바일,20대,여,12시,텍스트,4216,42,57540,1.0,1370,3.5
2026-06-04,25년_다이렉트_검색_1차,일반보험료,자동차보험,PC,50대이상,여,19시,확장소재,3035,46,75808,1.52,1648,3.9
2026-06-04,25년_다이렉트_검색_1차,특약보험료,자동차보험견적,PC,30대,여,15시,확장소재,14619,178,184230,1.22,1035,2.1
2026-06-04,26년_다이렉트_브랜드검색,브랜드,다이렉트자동차보험,PC,30대,여,15시,확장소재,2046,76,143944,3.71,1894,1.9
2026-06-04,26년_다이렉트_브랜드검색,브랜드,다이렉트자동차보험,모바일,50대이상,남,12시,확장소재,4415,114,231876,2.58,2034,3.4
2026-06-04,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,모바일,30대,남,22시,텍스트,15027,443,995421,2.95,2247,2.2
2026-06-04,26년_다이렉트_브랜드검색,일반보험료,온라인자동차보험,모바일,30대,남,23시,텍스트,19037,373,867598,1.96,2326,4.0
2026-06-04,26년_다이렉트_브랜드검색,특약보험료,다이렉트자동차보험,PC,40대,남,16시,이미지,17920,184,542432,1.03,2948,1.8
2026-06-04,26년_신년_검색프로모션,특약보험료,자동차보험견적,모바일,20대,여,23시,확장소재,8157,313,924289,3.84,2953,2.1
2026-06-05,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,모바일,30대,여,10시,확장소재,12891,548,803916,4.25,1467,3.2
2026-06-05,25년_다이렉트_검색_1차,신규가입,자동차보험견적,PC,20대,여,13시,이미지,8612,268,304448,3.11,1136,1.7
2026-06-05,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,PC,30대,남,17시,텍스트,1219,22,71918,1.8,3269,4.4
2026-06-05,25년_다이렉트_검색_1차,특약보험료,자동차보험,PC,20대,여,14시,이미지,7271,238,791588,3.27,3326,1.6
2026-06-05,25년_다이렉트_검색_2차,일반보험료,자동차보험,모바일,50대이상,여,13시,확장소재,3803,58,97556,1.53,1682,3.7
2026-06-05,25년_다이렉트_검색_2차,특약보험료,다이렉트자동차보험,모바일,20대,남,21시,확장소재,9604,327,265524,3.4,812,3.7
2026-06-05,26년_다이렉트_브랜드검색,브랜드,다이렉트자동차보험,모바일,50대이상,여,17시,확장소재,5391,95,95855,1.76,1009,4.5
2026-06-05,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,모바일,20대,여,08시,확장소재,13883,302,753490,2.18,2495,2.1
2026-06-05,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,모바일,30대,남,08시,이미지,12439,542,599994,4.36,1107,3.4
2026-06-05,26년_다이렉트_브랜드검색,일반보험료,자동차보험,PC,40대,남,16시,텍스트,13733,271,350132,1.97,1292,3.9
2026-06-05,26년_신년_검색프로모션,신규가입,자동차보험견적,모바일,20대,여,21시,확장소재,12449,380,423320,3.05,1114,2.0
2026-06-05,26년_신년_검색프로모션,일반보험료,자동차보험,모바일,20대,여,13시,확장소재,3286,117,244296,3.56,2088,2.3
2026-06-05,26년_신년_검색프로모션,특약보험료,온라인자동차보험,PC,40대,남,09시,텍스트,12600,182,354900,1.44,1950,1.9
2026-06-06,25년_다이렉트_검색_1차,브랜드,다이렉트자동차보험,모바일,20대,여,16시,확장소재,14891,169,282061,1.13,1669,1.9
2026-06-06,25년_다이렉트_검색_1차,특약보험료,자동차보험견적,PC,40대,여,19시,확장소재,6052,232,531744,3.83,2292,3.6
2026-06-06,25년_다이렉트_검색_2차,신규가입,다이렉트자동차보험,모바일,20대,여,20시,이미지,6578,189,427329,2.87,2261,2.6
2026-06-06,25년_다이렉트_검색_2차,신규가입,온라인자동차보험,PC,40대,여,08시,이미지,9675,119,347123,1.23,2917,4.2
2026-06-06,26년_다이렉트_브랜드검색,신규가입,자동차보험료비교,모바일,20대,여,10시,이미지,10678,247,737295,2.31,2985,2.3
2026-06-06,26년_신년_검색프로모션,브랜드,다이렉트자동차보험,모바일,20대,여,13시,이미지,3858,52,69472,1.35,1336,4.2
2026-06-06,26년_신년_검색프로모션,일반보험료,자동차보험견적,PC,50대이상,여,20시,이미지,9720,119,394009,1.22,3311,3.8
2026-06-06,26년_신년_검색프로모션,특약보험료,자동차보험,PC,30대,여,08시,이미지,7495,270,239220,3.6,886,2.2
2026-06-07,25년_다이렉트_검색_1차,일반보험료,자동차보험,모바일,30대,여,08시,텍스트,10850,317,494520,2.92,1560,3.1
2026-06-07,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,모바일,40대,여,09시,확장소재,11626,313,430062,2.69,1374,4.3
2026-06-07,25년_다이렉트_검색_1차,특약보험료,온라인자동차보험,PC,20대,남,19시,이미지,11768,229,272281,1.95,1189,1.7
2026-06-07,25년_다이렉트_검색_2차,신규가입,온라인자동차보험,모바일,50대이상,여,09시,텍스트,11137,203,256186,1.82,1262,2.5
2026-06-07,25년_다이렉트_검색_2차,신규가입,자동차보험,모바일,40대,남,07시,확장소재,19168,656,1029920,3.42,1570,2.0
2026-06-07,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,모바일,30대,남,13시,이미지,11089,310,761670,2.8,2457,2.0
2026-06-07,26년_다이렉트_브랜드검색,일반보험료,자동차보험견적,PC,40대,여,07시,확장소재,4698,148,337588,3.15,2281,2.2
