voc_id,customer_id,voc_date,channel,category,sentiment,content_summary
VOC00304,CUST0486,2024-03-24,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00305,CUST0156,2024-05-16,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00306,CUST0284,2024-06-28,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00307,CUST0301,2024-02-10,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00308,CUST0404,2024-08-01,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00309,CUST0422,2024-06-23,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00310,CUST0194,2024-11-13,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00311,CUST0270,2024-04-24,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00312,CUST0406,2024-06-06,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00313,CUST0325,2024-04-05,전화,기타,중립,기타 관련 중립 피드백
VOC00314,CUST0466,2024-12-03,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00315,CUST0061,2024-01-15,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00316,CUST0192,2024-08-10,앱,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00317,CUST0055,2024-01-26,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00318,CUST0164,2024-07-28,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00319,CUST0398,2024-08-11,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00320,CUST0464,2024-09-25,홈페이지,기타,부정,기타 관련 부정 피드백
VOC00321,CUST0221,2024-01-07,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00322,CUST0415,2024-11-29,홈페이지,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00323,CUST0352,2024-02-10,홈페이지,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00324,CUST0139,2024-12-03,앱,기타,중립,기타 관련 중립 피드백
VOC00325,CUST0128,2024-12-27,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00326,CUST0424,2024-08-17,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00327,CUST0070,2024-06-24,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00328,CUST0109,2024-11-09,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00329,CUST0001,2024-03-18,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00330,CUST0282,2024-01-20,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00331,CUST0126,2024-01-13,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00332,CUST0091,2024-04-05,앱,기타,중립,기타 관련 중립 피드백
VOC00333,CUST0396,2024-10-17,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00334,CUST0444,2024-12-06,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00335,CUST0360,2024-07-20,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00336,CUST0381,2024-04-11,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00337,CUST0424,2024-01-11,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00338,CUST0133,2024-11-29,매장,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00339,CUST0416,2024-03-30,매장,요금문의,중립,요금문의 관련 중립 피드백
VOC00340,CUST0208,2024-05-11,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00341,CUST0202,2024-03-11,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00342,CUST0367,2024-09-27,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00343,CUST0196,2024-12-10,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00344,CUST0287,2024-02-01,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00345,CUST0024,2024-07-24,전화,기타,부정,기타 관련 부정 피드백
VOC00346,CUST0200,2024-01-17,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00347,CUST0388,2024-11-27,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00348,CUST0156,2024-10-06,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00349,CUST0462,2024-04-29,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00350,CUST0047,2024-08-04,앱,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00351,CUST0313,2024-07-07,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00352,CUST0276,2024-11-19,홈페이지,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00353,CUST0446,2024-06-19,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00354,CUST0335,2024-07-12,전화,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00355,CUST0254,2024-07-08,전화,기타,중립,기타 관련 중립 피드백
VOC00356,CUST0175,2024-02-29,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00357,CUST0278,2024-09-07,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00358,CUST0062,2024-12-22,앱,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00359,CUST0120,2024-03-02,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00360,CUST0362,2024-04-16,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00361,CUST0027,2024-05-16,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00362,CUST0066,2024-03-24,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00363,CUST0299,2024-03-14,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00364,CUST0313,2024-04-14,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00365,CUST0269,2024-05-11,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00366,CUST0301,2024-02-07,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00367,CUST0361,2024-08-28,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00368,CUST0223,2024-05-17,매장,요금문의,중립,요금문의 관련 중립 피드백
VOC00369,CUST0149,2024-04-11,전화,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00370,CUST0400,2024-06-13,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00371,CUST0235,2024-09-03,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00372,CUST0440,2024-11-23,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00373,CUST0219,2024-09-12,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00374,CUST0137,2024-10-17,전화,기타,중립,기타 관련 중립 피드백
VOC00375,CUST0252,2024-12-31,매장,기타,부정,기타 관련 부정 피드백
VOC00376,CUST0230,2024-05-28,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00377,CUST0487,2024-04-24,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00378,CUST0475,2024-01-21,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00379,CUST0018,2024-12-17,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00380,CUST0270,2024-04-18,앱,기타,중립,기타 관련 중립 피드백
VOC00381,CUST0157,2024-01-13,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00382,CUST0377,2024-03-10,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00383,CUST0336,2024-12-03,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00384,CUST0356,2024-03-23,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00385,CUST0243,2024-08-06,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00386,CUST0216,2024-01-01,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00387,CUST0087,2024-03-02,매장,요금문의,중립,요금문의 관련 중립 피드백
VOC00388,CUST0101,2024-02-19,전화,기타,중립,기타 관련 중립 피드백
VOC00389,CUST0110,2024-11-14,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00390,CUST0103,2024-04-30,매장,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00391,CUST0171,2024-05-12,매장,기타,부정,기타 관련 부정 피드백
VOC00392,CUST0426,2024-11-12,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00393,CUST0085,2024-09-09,전화,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00394,CUST0170,2024-06-27,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00395,CUST0283,2024-05-11,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00396,CUST0058,2024-11-28,매장,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00397,CUST0424,2024-06-08,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00398,CUST0130,2024-08-10,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00399,CUST0070,2024-09-10,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00400,CUST0278,2024-04-16,매장,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00401,CUST0108,2024-12-26,홈페이지,상품문의,부정,상품문의 관련 부정 피드백
VOC00402,CUST0118,2024-08-11,앱,기타,중립,기타 관련 중립 피드백
VOC00403,CUST0040,2024-05-09,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00404,CUST0133,2024-05-19,매장,요금문의,중립,요금문의 관련 중립 피드백
VOC00405,CUST0344,2024-04-03,홈페이지,기타,부정,기타 관련 부정 피드백
VOC00406,CUST0224,2024-06-29,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00407,CUST0218,2024-03-18,전화,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00408,CUST0410,2024-08-14,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00409,CUST0265,2024-06-08,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00410,CUST0348,2024-08-18,전화,기타,중립,기타 관련 중립 피드백
VOC00411,CUST0156,2024-12-13,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00412,CUST0173,2024-04-28,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00413,CUST0162,2024-07-22,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00414,CUST0136,2024-10-09,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00415,CUST0053,2024-09-03,앱,기타,중립,기타 관련 중립 피드백
VOC00416,CUST0162,2024-07-15,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00417,CUST0154,2024-01-21,홈페이지,기타,중립,기타 관련 중립 피드백
VOC00418,CUST0322,2024-07-08,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00419,CUST0095,2024-10-11,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00420,CUST0392,2024-11-21,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00421,CUST0018,2024-09-22,앱,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00422,CUST0250,2024-09-16,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00423,CUST0433,2024-09-29,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00424,CUST0067,2024-12-22,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00425,CUST0147,2024-05-16,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00426,CUST0385,2024-07-15,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00427,CUST0054,2024-06-26,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00428,CUST0486,2024-09-18,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00429,CUST0325,2024-10-06,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00430,CUST0124,2024-05-10,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00431,CUST0422,2024-07-04,전화,기타,긍정,기타 관련 긍정 피드백
VOC00432,CUST0379,2024-09-28,전화,기타,중립,기타 관련 중립 피드백
VOC00433,CUST0252,2024-04-24,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00434,CUST0061,2024-01-09,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00435,CUST0034,2024-03-11,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00436,CUST0036,2024-08-20,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00437,CUST0083,2024-01-02,홈페이지,상품문의,부정,상품문의 관련 부정 피드백
VOC00438,CUST0180,2024-09-18,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00439,CUST0167,2024-10-24,매장,기타,중립,기타 관련 중립 피드백
VOC00440,CUST0340,2024-09-09,앱,기타,부정,기타 관련 부정 피드백
VOC00441,CUST0200,2024-01-31,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00442,CUST0282,2024-10-08,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00443,CUST0023,2024-01-21,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00444,CUST0146,2024-05-24,홈페이지,요금문의,중립,요금문의 관련 중립 피드백
VOC00445,CUST0397,2024-07-19,매장,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00446,CUST0373,2024-02-08,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00447,CUST0414,2024-02-25,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00448,CUST0437,2024-01-12,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00449,CUST0117,2024-07-04,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00450,CUST0117,2024-11-10,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00451,CUST0443,2024-06-20,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00452,CUST0106,2024-12-29,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00453,CUST0470,2024-09-21,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00454,CUST0344,2024-09-02,홈페이지,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00455,CUST0206,2024-11-17,전화,기타,중립,기타 관련 중립 피드백
VOC00456,CUST0439,2024-11-04,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00457,CUST0127,2024-03-22,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00458,CUST0033,2024-10-15,전화,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00459,CUST0274,2024-06-13,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00460,CUST0192,2024-06-12,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00461,CUST0365,2024-11-09,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00462,CUST0211,2024-04-10,홈페이지,결제오류,중립,결제오류 관련 중립 피드백
VOC00463,CUST0040,2024-06-12,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00464,CUST0147,2024-05-09,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00465,CUST0376,2024-09-14,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00466,CUST0500,2024-10-26,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00467,CUST0266,2024-10-21,홈페이지,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00468,CUST0235,2024-10-29,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00469,CUST0415,2024-04-18,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00470,CUST0486,2024-06-02,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00471,CUST0350,2024-05-31,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00472,CUST0319,2024-05-13,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00473,CUST0393,2024-02-06,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00474,CUST0497,2024-02-11,매장,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00475,CUST0195,2024-07-31,전화,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00476,CUST0396,2024-06-23,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00477,CUST0036,2024-11-11,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00478,CUST0283,2024-03-23,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00479,CUST0383,2024-02-04,홈페이지,요금문의,중립,요금문의 관련 중립 피드백
VOC00480,CUST0250,2024-09-28,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00481,CUST0381,2024-08-06,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00482,CUST0473,2024-09-09,매장,상품문의,부정,상품문의 관련 부정 피드백
VOC00483,CUST0402,2024-08-01,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00484,CUST0140,2024-05-22,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00485,CUST0456,2024-01-02,전화,기타,중립,기타 관련 중립 피드백
VOC00486,CUST0211,2024-03-08,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00487,CUST0465,2024-07-01,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00488,CUST0096,2024-01-21,전화,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00489,CUST0439,2024-08-29,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00490,CUST0325,2024-07-23,앱,기타,부정,기타 관련 부정 피드백
VOC00491,CUST0460,2024-04-20,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00492,CUST0497,2024-09-25,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00493,CUST0403,2024-10-22,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00494,CUST0486,2024-12-03,전화,기타,중립,기타 관련 중립 피드백
VOC00495,CUST0194,2024-06-30,앱,기타,부정,기타 관련 부정 피드백
VOC00496,CUST0318,2024-02-16,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00497,CUST0287,2024-10-08,매장,요금문의,중립,요금문의 관련 중립 피드백
VOC00498,CUST0082,2024-08-21,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00499,CUST0278,2024-05-15,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00500,CUST0020,2024-11-22,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00501,CUST0340,2024-03-23,매장,결제오류,중립,결제오류 관련 중립 피드백
VOC00502,CUST0018,2024-06-14,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00503,CUST0410,2024-05-07,앱,기타,부정,기타 관련 부정 피드백
VOC00504,CUST0369,2024-02-13,매장,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00505,CUST0254,2024-02-01,홈페이지,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00506,CUST0123,2024-12-17,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00507,CUST0486,2024-06-03,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00508,CUST0066,2024-10-09,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00509,CUST0410,2024-04-18,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00510,CUST0455,2024-06-13,앱,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00511,CUST0411,2024-05-25,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00512,CUST0251,2024-02-03,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00513,CUST0083,2024-07-06,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00514,CUST0050,2024-01-14,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00515,CUST0468,2024-04-08,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00516,CUST0157,2024-04-07,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00517,CUST0497,2024-10-01,전화,기타,중립,기타 관련 중립 피드백
VOC00518,CUST0454,2024-03-25,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00519,CUST0475,2024-12-22,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00520,CUST0189,2024-10-28,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00521,CUST0175,2024-10-11,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00522,CUST0247,2024-04-29,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00523,CUST0473,2024-12-25,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00524,CUST0492,2024-02-08,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00525,CUST0177,2024-11-30,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00526,CUST0053,2024-02-12,전화,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00527,CUST0083,2024-09-30,앱,기타,부정,기타 관련 부정 피드백
VOC00528,CUST0175,2024-08-18,앱,기타,부정,기타 관련 부정 피드백
VOC00529,CUST0315,2024-12-31,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00530,CUST0087,2024-02-21,앱,기타,중립,기타 관련 중립 피드백
VOC00531,CUST0406,2024-07-01,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00532,CUST0420,2024-11-05,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00533,CUST0297,2024-12-22,매장,기타,부정,기타 관련 부정 피드백
VOC00534,CUST0474,2024-11-12,앱,기타,부정,기타 관련 부정 피드백
VOC00535,CUST0420,2024-06-22,홈페이지,결제오류,중립,결제오류 관련 중립 피드백
VOC00536,CUST0303,2024-06-13,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00537,CUST0198,2024-11-08,앱,기타,긍정,기타 관련 긍정 피드백
VOC00538,CUST0404,2024-08-30,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00539,CUST0325,2024-01-18,홈페이지,결제오류,중립,결제오류 관련 중립 피드백
VOC00540,CUST0356,2024-03-16,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00541,CUST0416,2024-08-18,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00542,CUST0294,2024-05-09,매장,상품문의,부정,상품문의 관련 부정 피드백
VOC00543,CUST0154,2024-12-06,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00544,CUST0420,2024-11-18,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00545,CUST0421,2024-11-14,앱,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00546,CUST0254,2024-12-28,매장,상품문의,부정,상품문의 관련 부정 피드백
VOC00547,CUST0150,2024-10-30,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00548,CUST0018,2024-11-09,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00549,CUST0117,2024-01-23,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00550,CUST0496,2024-02-09,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00551,CUST0475,2024-07-27,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00552,CUST0484,2024-09-20,앱,기타,부정,기타 관련 부정 피드백
VOC00553,CUST0199,2024-10-28,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00554,CUST0384,2024-07-01,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00555,CUST0318,2024-06-25,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00556,CUST0452,2024-10-09,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00557,CUST0071,2024-01-09,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00558,CUST0487,2024-10-29,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00559,CUST0218,2024-09-07,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00560,CUST0225,2024-04-08,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00561,CUST0109,2024-02-09,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00562,CUST0082,2024-12-11,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00563,CUST0301,2024-12-25,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00564,CUST0252,2024-01-02,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00565,CUST0159,2024-07-15,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00566,CUST0317,2024-02-16,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00567,CUST0167,2024-07-18,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00568,CUST0402,2024-07-20,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00569,CUST0442,2024-04-05,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00570,CUST0496,2024-05-17,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00571,CUST0471,2024-02-08,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00572,CUST0089,2024-05-15,전화,기타,긍정,기타 관련 긍정 피드백
VOC00573,CUST0155,2024-09-11,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00574,CUST0313,2024-10-24,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00575,CUST0064,2024-07-05,전화,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00576,CUST0331,2024-06-18,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00577,CUST0320,2024-12-27,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00578,CUST0494,2024-01-18,전화,기타,부정,기타 관련 부정 피드백
VOC00579,CUST0424,2024-08-03,매장,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00580,CUST0238,2024-05-26,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00581,CUST0070,2024-06-21,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00582,CUST0405,2024-08-18,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00583,CUST0097,2024-10-21,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00584,CUST0089,2024-02-04,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00585,CUST0341,2024-10-16,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00586,CUST0386,2024-12-10,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00587,CUST0126,2024-12-24,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00588,CUST0049,2024-12-20,전화,기타,부정,기타 관련 부정 피드백
VOC00589,CUST0322,2024-02-21,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00590,CUST0160,2024-04-30,전화,기타,긍정,기타 관련 긍정 피드백
VOC00591,CUST0143,2024-07-13,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00592,CUST0344,2024-06-06,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00593,CUST0270,2024-09-17,홈페이지,기타,중립,기타 관련 중립 피드백
VOC00594,CUST0211,2024-01-14,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00595,CUST0221,2024-09-09,전화,기타,중립,기타 관련 중립 피드백
VOC00596,CUST0135,2024-03-18,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00597,CUST0040,2024-09-05,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00598,CUST0162,2024-03-23,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00599,CUST0058,2024-07-02,홈페이지,기타,긍정,기타 관련 긍정 피드백
VOC00600,CUST0189,2024-07-13,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00601,CUST0189,2024-01-05,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00602,CUST0478,2024-03-10,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00603,CUST0303,2024-03-17,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00604,CUST0377,2024-06-13,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00605,CUST0144,2024-12-05,앱,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00606,CUST0397,2024-08-31,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00607,CUST0325,2024-06-02,홈페이지,결제오류,중립,결제오류 관련 중립 피드백
VOC00608,CUST0381,2024-09-25,앱,서비스불만,중립,서비스불만 관련 중립 피드백
