usage_id,customer_id,usage_month,data_usage_mb,call_minutes,sms_count
USG01420,CUST0035,2024-08,4070.7,494.4,34
USG01421,CUST0068,2024-05,4973.6,43.6,35
USG01422,CUST0092,2024-01,18241.4,283.2,25
USG01423,CUST0313,2024-08,16041.7,135.6,30
USG01424,CUST0360,2024-08,4401.1,72.3,28
USG01425,CUST0290,2024-10,2723.6,170.9,32
USG01426,CUST0444,2024-11,7479.7,89.5,23
USG01427,CUST0211,2024-04,9702.3,52.4,23
USG01428,CUST0081,2024-01,3374.0,50.2,19
USG01429,CUST0145,2024-11,8795.8,122.4,20
USG01430,CUST0120,2024-01,16361.5,85.1,34
USG01431,CUST0175,2024-10,5835.0,203.6,29
USG01432,CUST0366,2024-04,10264.3,79.2,20
USG01433,CUST0008,2024-11,12070.2,126.6,25
USG01434,CUST0299,2024-03,7922.1,258.5,31
USG01435,CUST0204,2024-01,10421.2,123.0,20
USG01436,CUST0381,2024-11,7060.5,134.2,28
USG01437,CUST0039,2024-09,14812.8,8.2,31
USG01438,CUST0127,2024-02,24132.3,133.7,22
USG01439,CUST0319,2024-04,6810.6,105.7,28
USG01440,CUST0412,2024-12,5823.5,32.9,23
USG01441,CUST0202,2024-06,10073.9,74.6,22
USG01442,CUST0398,2024-09,4031.7,132.0,20
USG01443,CUST0202,2024-09,5042.8,65.3,14
USG01444,CUST0266,2024-07,19275.4,43.7,25
USG01445,CUST0442,2024-06,239.2,228.3,24
USG01446,CUST0417,2024-09,5518.4,139.6,30
USG01447,CUST0068,2024-06,6298.8,129.8,26
USG01448,CUST0418,2024-09,8393.6,94.0,29
USG01449,CUST0210,2024-09,3013.2,124.4,19
USG01450,CUST0305,2024-03,2113.4,128.5,21
USG01451,CUST0429,2024-09,13166.2,174.1,22
USG01452,CUST0200,2024-03,1496.3,155.5,24
USG01453,CUST0106,2024-04,20115.1,211.2,32
USG01454,CUST0033,2024-08,3177.3,132.4,31
USG01455,CUST0061,2024-01,5225.4,77.4,24
USG01456,CUST0068,2024-09,4054.1,48.2,27
USG01457,CUST0189,2024-09,7340.1,82.4,30
USG01458,CUST0349,2024-07,5587.7,50.8,38
USG01459,CUST0140,2024-04,20078.4,103.3,29
USG01460,CUST0121,2024-01,2373.2,39.6,18
USG01461,CUST0321,2024-10,10082.2,14.6,32
USG01462,CUST0018,2024-10,9890.8,233.0,23
USG01463,CUST0294,2024-12,12526.1,258.9,16
USG01464,CUST0185,2024-02,23170.4,70.6,24
USG01465,CUST0234,2024-03,15968.0,29.9,19
USG01466,CUST0039,2024-06,5480.5,141.9,24
USG01467,CUST0325,2024-04,1916.8,199.4,22
USG01468,CUST0363,2024-12,2597.0,146.3,32
USG01469,CUST0468,2024-10,7128.0,70.6,22
USG01470,CUST0226,2024-06,9741.9,306.3,27
USG01471,CUST0304,2024-05,7996.3,73.9,23
USG01472,CUST0492,2024-03,5152.1,78.0,26
USG01473,CUST0319,2024-04,6102.5,65.9,29
USG01474,CUST0176,2024-02,4643.7,34.0,26
USG01475,CUST0005,2024-02,9831.3,60.7,23
USG01476,CUST0173,2024-10,20544.3,77.5,20
USG01477,CUST0092,2024-07,9847.9,161.9,25
USG01478,CUST0457,2024-10,14966.3,54.3,28
USG01479,CUST0464,2024-07,9229.4,452.9,21
USG01480,CUST0374,2024-09,6690.9,28.5,26
USG01481,CUST0144,2024-11,14403.3,80.8,24
USG01482,CUST0092,2024-05,3396.1,153.7,31
USG01483,CUST0266,2024-12,17103.2,64.4,22
USG01484,CUST0039,2024-01,7729.7,187.9,26
USG01485,CUST0050,2024-11,6892.7,12.5,20
USG01486,CUST0386,2024-03,734.7,110.2,19
USG01487,CUST0120,2024-11,12113.4,78.7,27
USG01488,CUST0300,2024-09,10548.8,41.8,22
USG01489,CUST0384,2024-10,10972.9,237.5,18
USG01490,CUST0227,2024-10,6913.5,223.6,15
USG01491,CUST0405,2024-03,5347.4,23.9,27
USG01492,CUST0426,2024-11,18938.7,317.1,21
USG01493,CUST0140,2024-11,14360.0,141.6,22
USG01494,CUST0270,2024-11,6967.3,96.6,15
USG01495,CUST0054,2024-09,12517.3,49.5,29
USG01496,CUST0492,2024-01,11614.5,110.1,26
USG01497,CUST0050,2024-02,5125.0,76.9,31
USG01498,CUST0318,2024-05,17344.0,35.0,22
USG01499,CUST0029,2024-12,6848.8,71.1,28
USG01500,CUST0456,2024-02,13822.6,70.8,24
USG01501,CUST0219,2024-07,5229.5,362.2,23
USG01502,CUST0143,2024-08,20226.0,84.7,27
USG01503,CUST0070,2024-05,8674.4,217.0,15
USG01504,CUST0067,2024-05,16552.4,86.0,29
USG01505,CUST0318,2024-08,8971.6,91.9,35
USG01506,CUST0408,2024-06,2723.2,140.2,24
USG01507,CUST0343,2024-10,11278.2,149.9,22
USG01508,CUST0097,2024-07,5848.5,122.0,32
USG01509,CUST0376,2024-11,7601.0,252.2,28
USG01510,CUST0322,2024-09,8976.6,91.0,24
USG01511,CUST0405,2024-06,4763.6,44.8,21
USG01512,CUST0196,2024-09,2291.1,201.9,30
USG01513,CUST0196,2024-05,7124.8,69.6,25
USG01514,CUST0307,2024-07,5162.7,293.4,34
USG01515,CUST0232,2024-05,8560.9,13.5,22
USG01516,CUST0467,2024-02,8532.6,76.2,26
USG01517,CUST0019,2024-01,4298.2,58.7,25
USG01518,CUST0143,2024-03,11704.4,115.6,25
USG01519,CUST0426,2024-09,2675.2,131.9,30
USG01520,CUST0107,2024-04,10897.8,67.4,30
USG01521,CUST0079,2024-09,11059.4,10.8,28
USG01522,CUST0409,2024-11,8904.0,193.7,12
USG01523,CUST0088,2024-03,4237.0,56.7,27
USG01524,CUST0062,2024-09,6367.1,97.8,20
USG01525,CUST0008,2024-03,7411.6,468.8,24
USG01526,CUST0240,2024-06,9021.1,44.4,22
USG01527,CUST0276,2024-10,14434.6,149.7,28
USG01528,CUST0155,2024-02,4454.2,66.4,23
USG01529,CUST0011,2024-03,19312.5,56.8,20
USG01530,CUST0232,2024-11,13130.5,92.0,27
USG01531,CUST0387,2024-10,14599.8,39.5,26
USG01532,CUST0039,2024-12,11469.6,336.6,25
USG01533,CUST0252,2024-01,13669.2,220.5,23
USG01534,CUST0160,2024-08,8714.2,71.0,22
USG01535,CUST0297,2024-10,11352.7,150.0,25
USG01536,CUST0186,2024-02,8010.0,22.8,27
USG01537,CUST0219,2024-01,4488.0,78.1,28
USG01538,CUST0315,2024-02,2835.7,244.4,26
USG01539,CUST0157,2024-09,5568.2,121.5,23
USG01540,CUST0299,2024-03,4007.2,155.8,30
USG01541,CUST0400,2024-10,3076.3,165.8,21
USG01542,CUST0387,2024-05,5177.8,27.6,28
USG01543,CUST0383,2024-06,1916.8,365.9,31
USG01544,CUST0048,2024-09,19813.6,202.2,22
USG01545,CUST0262,2024-02,5458.9,34.3,25
USG01546,CUST0477,2024-02,7563.3,150.0,24
USG01547,CUST0467,2024-04,3767.8,260.7,22
USG01548,CUST0063,2024-09,6612.7,36.7,15
USG01549,CUST0071,2024-05,11559.0,75.8,29
USG01550,CUST0400,2024-04,23095.6,78.4,21
USG01551,CUST0464,2024-05,7792.4,66.8,32
USG01552,CUST0197,2024-02,8306.3,97.1,16
USG01553,CUST0364,2024-12,7004.6,81.8,32
USG01554,CUST0343,2024-11,4421.3,56.4,30
USG01555,CUST0197,2024-04,12888.4,155.7,25
USG01556,CUST0068,2024-01,9495.8,46.9,24
USG01557,CUST0071,2024-03,6551.3,148.3,29
USG01558,CUST0053,2024-10,10075.6,314.3,32
USG01559,CUST0248,2024-07,5313.0,69.9,26
USG01560,CUST0083,2024-01,12162.0,317.8,31
USG01561,CUST0067,2024-05,4561.3,140.9,32
USG01562,CUST0381,2024-10,9186.0,161.7,20
USG01563,CUST0038,2024-11,3142.7,20.7,28
USG01564,CUST0436,2024-11,2176.9,58.3,17
USG01565,CUST0263,2024-09,13054.2,60.4,24
USG01566,CUST0086,2024-12,11259.5,195.7,33
USG01567,CUST0156,2024-06,4708.6,97.0,27
USG01568,CUST0254,2024-11,11284.9,274.9,23
USG01569,CUST0053,2024-06,14183.9,165.7,32
USG01570,CUST0301,2024-01,3005.3,78.0,29
USG01571,CUST0437,2024-12,13118.5,213.7,18
USG01572,CUST0309,2024-09,4905.3,84.3,30
USG01573,CUST0444,2024-10,6290.5,285.8,24
USG01574,CUST0026,2024-03,14211.7,70.6,31
USG01575,CUST0076,2024-12,7236.0,402.4,17
USG01576,CUST0183,2024-03,14917.1,94.7,22
USG01577,CUST0173,2024-10,8724.4,205.1,25
USG01578,CUST0153,2024-02,16491.2,53.7,36
USG01579,CUST0170,2024-05,15349.0,109.3,22
USG01580,CUST0208,2024-03,6253.0,264.4,41
USG01581,CUST0421,2024-06,1079.3,38.8,22
USG01582,CUST0225,2024-10,9528.0,201.7,30
USG01583,CUST0120,2024-09,5947.0,161.3,27
USG01584,CUST0366,2024-03,5109.4,15.7,28
USG01585,CUST0008,2024-12,5148.9,60.6,23
USG01586,CUST0047,2024-07,8894.6,67.0,22
USG01587,CUST0120,2024-11,9785.4,52.5,23
USG01588,CUST0255,2024-08,11918.9,218.9,16
USG01589,CUST0126,2024-12,5524.6,141.5,21
USG01590,CUST0306,2024-08,6927.0,78.1,35
USG01591,CUST0082,2024-11,8005.5,16.1,21
USG01592,CUST0090,2024-06,10397.5,39.3,42
USG01593,CUST0462,2024-01,4118.8,45.1,22
USG01594,CUST0036,2024-06,8255.2,48.4,14
USG01595,CUST0242,2024-11,22331.1,157.7,32
USG01596,CUST0417,2024-08,4377.5,29.0,24
USG01597,CUST0162,2024-10,5867.6,132.8,28
USG01598,CUST0230,2024-10,18862.2,240.8,29
USG01599,CUST0195,2024-02,6123.5,78.6,17
USG01600,CUST0274,2024-10,12171.7,269.2,25
USG01601,CUST0255,2024-01,4657.2,110.1,27
USG01602,CUST0470,2024-08,2942.8,76.3,23
USG01603,CUST0324,2024-04,4292.4,264.0,26
USG01604,CUST0075,2024-01,13791.9,27.3,20
USG01605,CUST0422,2024-04,8490.8,259.1,24
USG01606,CUST0293,2024-05,12840.9,80.0,36
USG01607,CUST0106,2024-08,7600.3,133.0,24
USG01608,CUST0076,2024-09,8963.7,256.1,30
USG01609,CUST0291,2024-05,4779.6,169.9,26
USG01610,CUST0217,2024-07,13119.9,41.8,30
USG01611,CUST0430,2024-04,3799.5,159.0,24
USG01612,CUST0350,2024-10,8640.2,130.9,22
USG01613,CUST0333,2024-07,6698.8,62.0,22
USG01614,CUST0043,2024-08,3969.2,106.6,15
USG01615,CUST0210,2024-03,3869.4,149.7,28
USG01616,CUST0096,2024-09,7132.8,273.4,29
USG01617,CUST0468,2024-07,3341.6,79.4,25
USG01618,CUST0465,2024-03,9156.2,169.1,20
USG01619,CUST0396,2024-02,2612.5,115.6,24
USG01620,CUST0381,2024-12,12897.7,101.8,22
USG01621,CUST0172,2024-11,11866.5,214.6,17
USG01622,CUST0498,2024-04,8696.5,221.8,22
USG01623,CUST0398,2024-02,3703.1,245.7,19
USG01624,CUST0151,2024-08,12787.5,130.6,22
USG01625,CUST0484,2024-10,10715.3,37.0,25
USG01626,CUST0383,2024-03,23172.0,14.2,32
USG01627,CUST0397,2024-04,12545.5,135.6,25
USG01628,CUST0427,2024-11,8744.0,25.2,29
USG01629,CUST0164,2024-05,7682.6,239.3,32
USG01630,CUST0338,2024-05,7851.9,265.2,24
USG01631,CUST0040,2024-06,26990.6,279.9,17
USG01632,CUST0016,2024-01,20398.2,65.8,33
USG01633,CUST0122,2024-09,7985.8,247.7,32
USG01634,CUST0384,2024-03,12112.0,87.0,19
USG01635,CUST0032,2024-01,2499.3,137.1,28
USG01636,CUST0259,2024-10,16006.8,185.0,28
USG01637,CUST0491,2024-11,1075.2,121.1,30
USG01638,CUST0474,2024-08,8874.2,91.1,18
USG01639,CUST0185,2024-05,11187.9,15.1,25
USG01640,CUST0026,2024-07,6182.6,172.4,24
USG01641,CUST0202,2024-09,3595.2,196.6,28
USG01642,CUST0373,2024-12,6954.3,98.0,23
USG01643,CUST0064,2024-04,2442.5,122.4,17
USG01644,CUST0456,2024-10,15295.5,190.8,23
USG01645,CUST0191,2024-01,7622.8,111.5,24
USG01646,CUST0409,2024-10,9471.9,139.7,40
USG01647,CUST0001,2024-06,11545.8,79.1,28
USG01648,CUST0468,2024-06,24542.2,194.9,24
USG01649,CUST0089,2024-07,5220.4,27.6,29
USG01650,CUST0475,2024-04,10741.9,84.1,20
USG01651,CUST0261,2024-11,6176.4,19.9,25
USG01652,CUST0068,2024-02,9100.7,21.2,30
USG01653,CUST0356,2024-08,8868.1,87.3,28
USG01654,CUST0279,2024-12,6732.6,234.5,20
USG01655,CUST0404,2024-01,12095.1,25.9,24
USG01656,CUST0192,2024-12,4687.3,46.1,26
USG01657,CUST0191,2024-03,15407.9,116.2,36
USG01658,CUST0384,2024-02,10172.0,208.4,29
USG01659,CUST0422,2024-11,2125.2,98.4,30
USG01660,CUST0068,2024-09,760.2,34.8,26
USG01661,CUST0190,2024-12,10185.5,104.0,27
USG01662,CUST0344,2024-12,6398.3,63.6,20
USG01663,CUST0341,2024-03,27191.4,124.9,19
USG01664,CUST0424,2024-11,14664.2,34.2,27
USG01665,CUST0131,2024-08,12815.4,31.3,27
USG01666,CUST0203,2024-07,13410.7,31.1,20
USG01667,CUST0294,2024-03,7675.5,96.5,21
USG01668,CUST0390,2024-04,20006.9,56.7,28
USG01669,CUST0007,2024-09,8649.5,70.0,28
USG01670,CUST0185,2024-03,16952.5,113.9,20
USG01671,CUST0137,2024-11,6955.1,134.7,42
USG01672,CUST0183,2024-11,13488.2,159.7,26
USG01673,CUST0498,2024-09,4187.7,213.5,37
USG01674,CUST0137,2024-08,4114.0,33.2,36
USG01675,CUST0370,2024-05,6331.4,32.1,25
USG01676,CUST0188,2024-12,7475.9,117.0,21
USG01677,CUST0022,2024-03,14872.4,59.7,19
USG01678,CUST0467,2024-06,10696.3,46.8,18
USG01679,CUST0231,2024-07,9081.8,60.5,22
USG01680,CUST0321,2024-11,4935.8,349.1,35
USG01681,CUST0287,2024-12,17223.0,28.6,24
USG01682,CUST0093,2024-11,22010.8,91.2,24
USG01683,CUST0002,2024-12,5503.2,52.6,21
USG01684,CUST0463,2024-10,15930.7,91.0,26
USG01685,CUST0436,2024-04,11310.9,86.6,19
USG01686,CUST0433,2024-02,6786.5,121.1,24
USG01687,CUST0164,2024-09,12710.9,112.6,18
USG01688,CUST0269,2024-02,14475.0,69.7,25
USG01689,CUST0189,2024-03,19109.1,53.2,25
USG01690,CUST0347,2024-03,14408.6,112.6,26
USG01691,CUST0369,2024-01,9238.8,57.2,26
USG01692,CUST0491,2024-09,11491.1,88.3,19
USG01693,CUST0233,2024-10,6274.7,78.6,28
USG01694,CUST0018,2024-08,5865.8,170.2,26
USG01695,CUST0500,2024-04,5641.8,46.1,28
USG01696,CUST0331,2024-11,4044.6,306.1,19
USG01697,CUST0079,2024-08,7645.5,108.8,24
USG01698,CUST0083,2024-04,10773.5,74.0,19
USG01699,CUST0111,2024-08,15562.0,235.0,19
USG01700,CUST0433,2024-04,13107.1,192.9,17
USG01701,CUST0058,2024-04,7238.8,43.2,20
USG01702,CUST0483,2024-12,3149.2,47.8,27
USG01703,CUST0099,2024-01,3715.2,55.4,35
USG01704,CUST0325,2024-03,5619.4,134.9,27
USG01705,CUST0299,2024-01,6661.5,63.9,18
USG01706,CUST0435,2024-07,12114.9,95.8,23
USG01707,CUST0009,2024-01,7189.2,104.3,22
USG01708,CUST0029,2024-08,5925.7,86.1,14
USG01709,CUST0162,2024-02,16838.8,159.8,17
USG01710,CUST0046,2024-08,6344.5,18.4,26
USG01711,CUST0282,2024-01,5363.7,103.8,26
USG01712,CUST0106,2024-09,4755.0,144.6,35
USG01713,CUST0360,2024-03,6772.5,149.3,26
USG01714,CUST0189,2024-03,7313.1,20.4,24
USG01715,CUST0360,2024-09,3104.1,143.0,23
USG01716,CUST0433,2024-08,5548.4,178.5,35
USG01717,CUST0103,2024-03,12662.2,122.9,25
USG01718,CUST0258,2024-04,16153.5,112.0,26
USG01719,CUST0479,2024-06,5887.5,107.6,25
USG01720,CUST0338,2024-11,4354.8,115.2,32
USG01721,CUST0297,2024-01,3560.8,64.2,29
USG01722,CUST0075,2024-04,3973.1,38.0,22
USG01723,CUST0218,2024-11,7226.2,181.4,31
USG01724,CUST0120,2024-08,6699.4,50.1,32
USG01725,CUST0473,2024-03,6042.8,101.9,24
USG01726,CUST0091,2024-08,9630.7,27.9,17
USG01727,CUST0027,2024-01,8763.9,191.2,22
USG01728,CUST0076,2024-07,14400.3,9.3,24
USG01729,CUST0018,2024-08,6797.5,23.2,28
USG01730,CUST0166,2024-09,16460.0,49.0,26
USG01731,CUST0415,2024-09,16438.2,117.4,24
USG01732,CUST0426,2024-11,24353.5,201.7,28
USG01733,CUST0121,2024-03,17984.2,253.6,29
USG01734,CUST0479,2024-04,16866.2,23.9,21
USG01735,CUST0127,2024-12,11439.3,335.7,16
USG01736,CUST0266,2024-05,12495.2,119.0,23
USG01737,CUST0210,2024-03,9120.4,47.6,32
USG01738,CUST0175,2024-03,8243.9,157.2,17
USG01739,CUST0281,2024-05,6731.8,170.3,24
USG01740,CUST0274,2024-11,4560.3,64.5,31
USG01741,CUST0342,2024-07,5998.2,54.3,17
USG01742,CUST0089,2024-02,16275.2,104.9,24
USG01743,CUST0143,2024-06,6198.3,30.1,17
USG01744,CUST0040,2024-03,6304.6,105.9,29
USG01745,CUST0396,2024-03,16319.6,161.7,24
USG01746,CUST0403,2024-10,17501.8,4.0,36
USG01747,CUST0325,2024-11,11170.6,54.9,28
USG01748,CUST0473,2024-12,2330.5,353.1,24
USG01749,CUST0239,2024-04,5037.8,144.7,21
USG01750,CUST0062,2024-05,3328.2,10.2,18
USG01751,CUST0294,2024-12,20965.4,233.5,21
USG01752,CUST0028,2024-12,5997.3,220.3,19
USG01753,CUST0336,2024-07,6167.8,64.9,35
USG01754,CUST0464,2024-08,13218.7,42.9,35
USG01755,CUST0033,2024-08,1701.8,211.4,27
USG01756,CUST0241,2024-12,9570.4,56.4,26
USG01757,CUST0143,2024-07,8935.5,16.9,21
USG01758,CUST0256,2024-07,22205.5,214.0,25
USG01759,CUST0400,2024-11,16386.7,114.5,15
USG01760,CUST0173,2024-11,5795.4,81.0,20
USG01761,CUST0279,2024-06,6857.8,118.8,16
USG01762,CUST0009,2024-02,9393.2,119.3,24
USG01763,CUST0074,2024-01,3784.7,72.4,20
USG01764,CUST0087,2024-10,5304.5,34.6,28
USG01765,CUST0169,2024-10,6783.9,28.9,23
USG01766,CUST0491,2024-02,12037.9,164.7,26
USG01767,CUST0248,2024-06,7089.7,269.9,24
USG01768,CUST0369,2024-01,5623.9,57.8,28
USG01769,CUST0202,2024-01,16967.4,68.6,42
USG01770,CUST0203,2024-05,7004.4,90.4,17
USG01771,CUST0054,2024-10,8834.7,87.8,20
USG01772,CUST0232,2024-07,6213.5,289.4,27
USG01773,CUST0304,2024-04,9400.3,93.9,31
USG01774,CUST0202,2024-12,9080.1,89.8,19
USG01775,CUST0191,2024-02,12560.9,24.5,31
USG01776,CUST0157,2024-12,5962.0,134.6,28
USG01777,CUST0110,2024-01,2341.3,284.3,30
USG01778,CUST0181,2024-08,8853.8,409.1,23
USG01779,CUST0236,2024-06,5541.5,150.9,30
USG01780,CUST0397,2024-05,12877.5,121.7,27
USG01781,CUST0141,2024-05,11955.2,78.9,24
USG01782,CUST0402,2024-01,5748.2,193.0,28
USG01783,CUST0304,2024-03,575.1,210.3,21
USG01784,CUST0140,2024-05,11648.5,140.4,27
USG01785,CUST0175,2024-01,1366.9,38.8,25
USG01786,CUST0202,2024-06,9918.3,170.5,29
USG01787,CUST0380,2024-02,11211.5,108.3,34
USG01788,CUST0007,2024-01,5061.5,179.4,27
USG01789,CUST0367,2024-07,18510.9,251.8,22
USG01790,CUST0415,2024-12,5046.8,254.0,28
USG01791,CUST0274,2024-05,843.7,112.9,31
USG01792,CUST0286,2024-08,12464.2,95.5,24
USG01793,CUST0064,2024-03,6777.6,171.9,23
USG01794,CUST0174,2024-12,3085.0,148.5,24
USG01795,CUST0184,2024-06,13924.9,166.6,34
USG01796,CUST0429,2024-03,4909.7,43.9,20
USG01797,CUST0211,2024-10,3370.7,177.6,31
USG01798,CUST0177,2024-08,9889.2,83.1,16
USG01799,CUST0054,2024-05,8523.3,133.4,27
USG01800,CUST0500,2024-11,8258.3,181.9,24
USG01801,CUST0076,2024-12,7456.4,434.9,24
USG01802,CUST0238,2024-05,2687.6,81.6,21
USG01803,CUST0126,2024-04,19184.6,514.9,21
USG01804,CUST0364,2024-07,4418.7,187.1,24
USG01805,CUST0191,2024-10,9843.2,49.6,28
USG01806,CUST0088,2024-01,6105.2,36.1,22
USG01807,CUST0472,2024-10,15353.3,63.5,21
USG01808,CUST0185,2024-11,11415.6,179.5,23
USG01809,CUST0194,2024-09,4539.1,159.8,21
USG01810,CUST0413,2024-08,6411.8,214.2,24
USG01811,CUST0303,2024-12,2176.8,153.9,23
USG01812,CUST0281,2024-08,12338.6,298.4,25
USG01813,CUST0068,2024-06,7523.6,177.8,18
USG01814,CUST0127,2024-05,6762.9,39.4,18
USG01815,CUST0254,2024-08,5963.9,122.8,23
USG01816,CUST0245,2024-08,13422.4,206.1,21
USG01817,CUST0456,2024-05,2409.0,58.4,18
USG01818,CUST0298,2024-09,14099.3,184.4,26
USG01819,CUST0203,2024-03,9692.7,341.8,26
USG01820,CUST0357,2024-11,12926.1,51.0,33
USG01821,CUST0344,2024-09,19283.0,40.9,23
USG01822,CUST0133,2024-06,14517.9,138.6,20
USG01823,CUST0483,2024-01,5253.9,157.2,29
USG01824,CUST0476,2024-02,8907.5,108.4,23
USG01825,CUST0107,2024-08,6955.7,225.8,29
USG01826,CUST0331,2024-11,2961.6,266.7,25
USG01827,CUST0395,2024-04,10628.3,167.6,29
USG01828,CUST0465,2024-05,3580.7,165.2,20
USG01829,CUST0410,2024-07,12990.1,87.2,29
USG01830,CUST0089,2024-11,4827.8,102.1,23
USG01831,CUST0160,2024-03,8715.7,78.0,25
USG01832,CUST0383,2024-07,22080.8,25.2,15
USG01833,CUST0192,2024-02,13804.8,12.3,29
USG01834,CUST0442,2024-09,5782.0,121.6,25
USG01835,CUST0114,2024-05,5988.8,176.0,28
USG01836,CUST0248,2024-07,1883.9,44.4,20
USG01837,CUST0263,2024-01,8237.3,39.5,24
USG01838,CUST0109,2024-05,12500.6,248.9,17
USG01839,CUST0473,2024-09,16296.6,113.7,25
USG01840,CUST0005,2024-11,8375.8,34.3,14
USG01841,CUST0294,2024-11,2473.7,128.2,32
USG01842,CUST0364,2024-05,2476.1,41.7,23
USG01843,CUST0363,2024-10,4290.8,91.2,28
USG01844,CUST0192,2024-12,8810.8,109.7,26
USG01845,CUST0106,2024-01,9400.1,46.0,24
USG01846,CUST0340,2024-11,7105.0,319.1,25
USG01847,CUST0076,2024-06,2038.9,231.3,25
USG01848,CUST0490,2024-04,4434.4,43.5,32
USG01849,CUST0062,2024-09,10052.0,280.8,24
USG01850,CUST0363,2024-12,6410.3,106.1,23
USG01851,CUST0298,2024-04,13462.0,60.3,19
USG01852,CUST0022,2024-02,3232.8,279.8,31
USG01853,CUST0120,2024-05,8951.5,102.2,21
USG01854,CUST0301,2024-09,17179.3,532.4,31
USG01855,CUST0480,2024-10,3165.6,47.8,27
USG01856,CUST0202,2024-04,2601.3,103.4,26
USG01857,CUST0034,2024-09,9578.1,30.2,28
USG01858,CUST0126,2024-07,8647.1,283.9,24
USG01859,CUST0038,2024-12,3343.4,235.3,29
USG01860,CUST0031,2024-03,8833.5,141.7,21
USG01861,CUST0300,2024-10,2422.0,84.8,27
USG01862,CUST0272,2024-12,3001.9,67.5,16
USG01863,CUST0473,2024-06,9676.3,74.4,25
USG01864,CUST0331,2024-02,19850.6,119.5,32
USG01865,CUST0404,2024-11,12251.9,47.1,19
USG01866,CUST0485,2024-12,3603.0,186.4,39
USG01867,CUST0290,2024-11,16915.7,34.8,27
USG01868,CUST0076,2024-01,32859.2,130.9,24
USG01869,CUST0489,2024-05,6948.9,69.5,35
USG01870,CUST0018,2024-02,4934.6,129.7,19
USG01871,CUST0403,2024-02,8326.4,40.9,27
USG01872,CUST0165,2024-11,7758.2,79.5,31
USG01873,CUST0495,2024-09,13292.4,73.7,38
USG01874,CUST0313,2024-12,7264.1,94.6,28
USG01875,CUST0459,2024-06,2103.5,66.5,18
USG01876,CUST0050,2024-08,3343.3,9.6,18
USG01877,CUST0106,2024-08,12135.1,50.2,21
USG01878,CUST0185,2024-05,5719.1,52.2,17
USG01879,CUST0313,2024-06,8286.2,43.3,15
USG01880,CUST0390,2024-02,8751.8,181.6,28
USG01881,CUST0120,2024-03,16039.3,320.8,20
USG01882,CUST0394,2024-08,15995.6,79.9,27
USG01883,CUST0076,2024-01,13355.3,43.6,18
USG01884,CUST0189,2024-04,14654.4,186.1,26
USG01885,CUST0061,2024-10,11878.6,51.4,23
USG01886,CUST0465,2024-05,14120.6,108.4,27
USG01887,CUST0325,2024-08,4046.3,173.1,34
USG01888,CUST0402,2024-08,10997.7,59.4,19
USG01889,CUST0024,2024-04,4942.1,68.6,19
USG01890,CUST0055,2024-12,1944.9,109.7,30
USG01891,CUST0497,2024-05,7538.5,39.2,20
USG01892,CUST0182,2024-02,4851.3,68.6,24
USG01893,CUST0211,2024-07,7500.2,39.9,24
USG01894,CUST0089,2024-05,5852.8,143.5,28
USG01895,CUST0235,2024-01,7180.4,64.4,18
USG01896,CUST0270,2024-03,12365.4,58.5,40
USG01897,CUST0485,2024-06,12452.2,19.1,22
USG01898,CUST0356,2024-03,8598.2,82.0,33
USG01899,CUST0118,2024-04,17855.1,613.8,25
USG01900,CUST0418,2024-04,6534.4,118.1,22
USG01901,CUST0491,2024-11,7873.2,207.7,27
USG01902,CUST0242,2024-01,3997.8,47.6,19
USG01903,CUST0408,2024-04,4588.8,121.4,33
USG01904,CUST0024,2024-02,10400.7,98.6,25
USG01905,CUST0484,2024-10,16599.6,138.2,23
USG01906,CUST0173,2024-08,15880.8,197.3,21
USG01907,CUST0319,2024-10,8510.1,99.6,30
USG01908,CUST0319,2024-11,8927.0,48.7,20
USG01909,CUST0185,2024-10,5173.7,215.8,21
USG01910,CUST0458,2024-02,3941.2,87.6,27
USG01911,CUST0490,2024-11,4074.8,39.0,21
USG01912,CUST0309,2024-05,8913.8,22.5,26
USG01913,CUST0083,2024-03,3859.1,137.8,25
USG01914,CUST0409,2024-12,10783.3,103.6,18
USG01915,CUST0249,2024-05,9576.6,121.2,26
USG01916,CUST0070,2024-09,7657.6,167.6,12
USG01917,CUST0402,2024-10,9961.1,27.2,24
USG01918,CUST0234,2024-06,4388.7,122.5,18
USG01919,CUST0203,2024-04,15654.5,25.4,27
USG01920,CUST0278,2024-02,11971.0,85.7,30
USG01921,CUST0050,2024-09,8405.3,91.9,24
USG01922,CUST0321,2024-01,11098.0,171.4,30
USG01923,CUST0443,2024-05,10629.9,82.7,35
USG01924,CUST0064,2024-12,11505.4,39.7,34
USG01925,CUST0325,2024-04,5660.6,30.8,14
USG01926,CUST0299,2024-12,8616.5,33.3,23
USG01927,CUST0470,2024-05,7545.0,156.5,27
USG01928,CUST0468,2024-01,16326.9,91.4,30
USG01929,CUST0160,2024-08,1115.4,59.1,20
USG01930,CUST0120,2024-12,2367.7,159.7,20
USG01931,CUST0160,2024-02,17103.7,173.3,24
USG01932,CUST0238,2024-06,6316.8,187.2,22
USG01933,CUST0096,2024-03,6456.1,24.1,26
USG01934,CUST0011,2024-01,6280.6,124.1,27
USG01935,CUST0132,2024-11,13409.8,51.8,23
USG01936,CUST0074,2024-08,6103.2,54.9,18
